45739737,2021-03-05,308
45739737,2021-03-06,308
45739737,2021-03-07,308
45739737,2021-03-08,308
45739737,2021-03-09,238
45739737,2021-03-10,458
45739737,2021-03-29,273
45739737,2021-03-11,458
45739737,2021-03-13,458
45739737,2021-03-12,458
44586564,2021-03-06,218
44586564,2021-03-07,198
44586564,2021-03-11,218
41198199,2021-03-20,358
41198199,2021-03-11,358
41198199,2021-03-12,358
41198199,2021-03-13,358
40998393,2021-03-20,258
40998393,2021-03-12,258
40998393,2021-03-13,258
40998393,2021-03-14,258
40940693,2021-03-13,258
40940693,2021-03-20,258
40940693,2021-03-21,258
44259463,2021-03-06,258
39102326,2021-05-01,173
39102326,2021-05-02,173
39102326,2021-05-03,173
39102326,2021-05-04,173
39102326,2021-05-05,173
39102326,2021-05-06,173
39102326,2021-05-07,173
39102326,2021-05-08,173
39102326,2021-05-09,173
39102326,2021-05-10,173
39102326,2021-05-11,173
39102326,2021-05-12,173
39102326,2021-05-13,173
39102326,2021-05-14,173
39102326,2021-05-15,173
39102326,2021-05-16,173
39102326,2021-05-17,173
39102326,2021-05-18,173
39102326,2021-05-19,173
39102326,2021-05-20,173
39102326,2021-05-21,173
39102326,2021-05-22,173
39102326,2021-05-23,173
39102326,2021-05-24,173
39102326,2021-05-25,173
39102326,2021-05-26,173
39102326,2021-05-27,173
39102326,2021-05-28,173
39102326,2021-05-29,184
40545277,2021-04-01,499
40545277,2021-04-02,528
40545277,2021-04-03,528
40545277,2021-04-04,528
40545277,2021-04-05,499
40545277,2021-04-06,499
40545277,2021-04-07,499
40545277,2021-04-08,499
40545277,2021-04-09,528
40545277,2021-04-10,528
40545277,2021-04-11,499
40545277,2021-04-12,499
40545277,2021-04-13,499
40545277,2021-04-14,499
40545277,2021-04-15,499
40545277,2021-04-16,528
40545277,2021-04-17,528
40545277,2021-04-18,499
40545277,2021-04-19,499
40545277,2021-04-20,499
40545277,2021-04-21,499
40545277,2021-04-22,499
40545277,2021-04-23,528
40545277,2021-04-24,528
40545277,2021-04-25,499
40545277,2021-04-26,499
40545277,2021-04-27,499
40545277,2021-04-28,499
40545277,2021-04-29,499
40545277,2021-04-30,528
40545277,2021-05-01,528
40545277,2021-05-02,528
40545277,2021-05-03,528
40545277,2021-05-04,528
40545277,2021-05-05,499
40545277,2021-05-06,499
40545277,2021-05-07,528
40545277,2021-05-08,528
40545277,2021-05-09,499
40545277,2021-05-10,499
40545277,2021-05-11,499
40545277,2021-05-12,499
40545277,2021-05-13,499
40545277,2021-05-14,528
40545277,2021-05-15,528
40545277,2021-05-16,499
40545277,2021-05-17,499
40545277,2021-05-18,499
40545277,2021-05-19,499
40545277,2021-05-20,499
40545277,2021-05-21,528
40545277,2021-05-22,528
40545277,2021-05-23,499
40545277,2021-05-24,499
40545277,2021-05-25,499
40545277,2021-05-26,499
40545277,2021-05-27,499
40545277,2021-05-28,528
40545277,2021-05-29,528
40545277,2021-05-30,499
40545277,2021-05-31,499
45444786,2021-03-05,368
45444786,2021-03-06,368
45444786,2021-03-07,368
45444786,2021-03-15,258
45444786,2021-03-16,258
45444786,2021-03-17,258
45444786,2021-03-18,288
45444786,2021-03-19,288
46974959,2021-03-05,288
46974959,2021-03-06,288
45473323,2021-04-08,311
45473323,2021-04-09,335
45473323,2021-04-10,335
45473323,2021-04-11,311
45473323,2021-04-30,357
41220693,2021-03-15,308
41220693,2021-03-16,308
41220693,2021-03-17,308
41220693,2021-03-18,308
41220693,2021-03-19,388
41220693,2021-03-20,388
41220693,2021-03-21,308
41220693,2021-03-22,308
41220693,2021-03-23,308
41220693,2021-03-24,308
41220693,2021-03-13,388
39876198,2021-03-06,288
39876198,2021-03-07,288
39876198,2021-03-08,288
39876198,2021-03-09,288
39876198,2021-03-10,288
39876198,2021-03-11,288
39876198,2021-03-12,288
39876198,2021-03-13,288
39876198,2021-03-14,288
39876198,2021-03-15,288
39876198,2021-03-16,288
39876198,2021-03-17,288
39876198,2021-03-18,288
39876198,2021-03-19,288
39876198,2021-03-20,288
39876198,2021-03-21,288
39876198,2021-03-22,288
39876198,2021-03-23,288
39876198,2021-03-24,288
39876198,2021-03-25,288
39876198,2021-03-26,288
39876198,2021-03-27,288
39876198,2021-03-28,288
39876198,2021-03-29,288
39876198,2021-03-30,288
39876198,2021-03-31,288
39876198,2021-04-01,288
39876198,2021-04-02,288
39876198,2021-04-03,288
39876198,2021-04-04,288
39876198,2021-04-05,288
39876198,2021-04-06,288
39876198,2021-04-07,288
39876198,2021-04-08,288
39876198,2021-04-09,288
39876198,2021-04-10,288
39876198,2021-04-11,288
39876198,2021-04-12,288
39876198,2021-04-13,288
39876198,2021-04-14,288
39876198,2021-04-15,288
39876198,2021-04-16,288
39876198,2021-04-17,288
38995402,2021-03-07,298
39168012,2021-03-06,438
39168012,2021-03-07,438
39168012,2021-03-08,438
39168012,2021-03-09,438
39168012,2021-03-10,438
39168012,2021-03-11,438
39168012,2021-03-12,438
39168012,2021-03-13,438
39168012,2021-03-14,438
39168012,2021-03-15,438
39168012,2021-03-16,438
39168012,2021-03-17,438
39168012,2021-03-18,438
39168012,2021-03-19,438
39168012,2021-03-20,438
39168012,2021-03-21,438
39168012,2021-03-22,438
39168012,2021-03-23,438
39168012,2021-03-24,438
39168012,2021-03-25,438
39168012,2021-03-26,438
39168012,2021-03-27,438
39168012,2021-03-28,438
39168012,2021-03-29,438
39168012,2021-03-30,438
39168012,2021-03-31,438
39168012,2021-04-01,438
39168012,2021-04-02,438
39168012,2021-04-03,438
39168012,2021-04-04,438
39168012,2021-04-05,438
39168012,2021-04-06,438
39168012,2021-04-07,438
39168012,2021-04-08,438
39168012,2021-04-09,438
39168012,2021-04-10,438
39168012,2021-04-11,438
39168012,2021-04-12,438
39168012,2021-04-13,438
39168012,2021-04-14,438
39168012,2021-04-15,438
39168012,2021-04-16,438
39168012,2021-04-17,438
35692697,2021-03-11,69
35692697,2021-03-12,69
35692697,2021-03-13,69
43324783,2021-03-12,358
17773772,2021-03-07,450
17773772,2021-03-08,450
17773772,2021-03-09,450
17773772,2021-03-11,450
17773772,2021-03-12,450
28539929,2021-03-07,758
41624990,2021-05-01,398
41624990,2021-05-02,398
41624990,2021-05-03,398
41624990,2021-05-04,398
41624990,2021-05-05,398
41624990,2021-05-06,398
41624990,2021-05-07,398
41624990,2021-05-08,398
41624990,2021-05-09,398
41624990,2021-05-10,398
41624990,2021-05-11,398
41624990,2021-05-12,398
41624990,2021-05-13,398
41624990,2021-05-14,398
41624990,2021-05-15,398
41624990,2021-05-16,398
41624990,2021-05-17,398
41624990,2021-05-18,398
41624990,2021-05-19,398
41624990,2021-05-20,398
41624990,2021-05-21,398
41624990,2021-05-22,398
41624990,2021-05-23,398
41624990,2021-05-24,398
41624990,2021-05-25,398
41624990,2021-05-26,398
41624990,2021-05-27,398
41624990,2021-05-28,398
41624990,2021-05-29,398
41624990,2021-05-30,398
41624990,2021-05-31,398
26178751,2021-03-10,228
26178751,2021-03-11,228
26178751,2021-03-12,228
26178751,2021-03-13,228
26178751,2021-03-07,228
26178751,2021-03-08,228
26178751,2021-03-09,228
26178751,2021-03-14,228
26178751,2021-03-15,228
26178751,2021-03-16,228
26178751,2021-03-17,228
26178751,2021-03-18,228
26178751,2021-03-19,228
26178751,2021-03-20,228
34280835,2021-05-01,460
34280835,2021-05-02,460
34280835,2021-05-03,460
34280835,2021-05-04,460
34280835,2021-05-05,460
34280835,2021-05-06,460
34280835,2021-05-07,460
34280835,2021-05-08,460
34280835,2021-05-09,460
34280835,2021-05-10,460
34280835,2021-05-11,460
34280835,2021-05-12,460
34280835,2021-05-13,460
34280835,2021-05-14,460
34280835,2021-05-15,460
34280835,2021-05-16,460
34280835,2021-05-17,460
34280835,2021-05-18,460
34280835,2021-05-19,460
34280835,2021-05-20,460
