38817801,2021-03-29,2021-03-29,339
31026437,2021-03-29,2021-03-29,299
31027985,2021-03-20,2021-03-20,399
31027985,2021-03-29,2021-03-29,338
18283260,2021-03-29,2021-03-29,172
18236040,2021-03-29,2021-03-29,165
31658667,2021-03-29,2021-03-29,298
44078395,2021-03-29,2021-03-29,196
34828805,2021-03-29,2021-03-29,318
31761743,2021-03-29,2021-03-29,339
32653544,2021-03-29,2021-03-29,318
31029620,2021-03-20,2021-03-20,388
31029620,2021-03-29,2021-03-29,338
43515320,2021-03-29,2021-03-29,758
31031490,2021-03-20,2021-03-20,399
31031490,2021-03-29,2021-03-29,338
43234762,2021-03-29,2021-03-29,693
42992030,2021-03-21,2021-03-21,450
42992030,2021-03-29,2021-03-29,600
34548138,2021-03-29,2021-03-29,928
28258176,2021-03-29,2021-03-29,2999
46342749,2021-03-21,2021-03-21,499
45420646,2021-03-29,2021-03-29,508
44285106,2021-03-29,2021-03-29,599
39772452,2021-03-29,2021-03-29,622
39688592,2021-03-29,2021-03-29,330
37222366,2021-03-29,2021-03-29,330
36365760,2021-03-29,2021-03-29,649
35275046,2021-03-21,2021-03-21,899
33827540,2021-03-29,2021-03-29,899
32371954,2021-03-29,2021-03-29,658
22765273,2021-03-29,2021-03-29,311
43835837,2021-03-29,2021-03-29,328
43649173,2021-03-20,2021-03-20,649
43649173,2021-03-21,2021-03-21,599
43462149,2021-03-20,2021-03-20,699
43462149,2021-03-29,2021-03-29,599
43224387,2021-03-29,2021-03-29,598
40355986,2021-03-29,2021-03-29,368
40356703,2021-03-29,2021-03-29,338
43376007,2021-03-21,2021-03-21,588
43376007,2021-03-29,2021-03-29,588
31028079,2021-03-29,2021-03-29,338
35539535,2021-03-29,2021-03-29,469
43276860,2021-03-29,2021-03-29,399
43723812,2021-03-29,2021-03-29,516
45985922,2021-03-29,2021-03-29,5700
34557645,2021-03-29,2021-03-29,519
26068143,2021-03-29,2021-03-29,379
44285946,2021-03-20,2021-03-20,899
44285918,2021-03-20,2021-03-20,799
30146636,2021-03-29,2021-03-29,288
40030660,2021-03-29,2021-03-29,292
40030582,2021-03-29,2021-03-29,332
43480792,2021-03-29,2021-03-29,1679
45892165,2021-03-21,2021-03-21,168
45892165,2021-03-29,2021-03-29,168
39434559,2021-03-29,2021-03-29,170
46866010,2021-03-29,2021-03-29,622
46539888,2021-03-20,2021-03-20,680
43234550,2021-03-29,2021-03-29,313
43093905,2021-03-29,2021-03-29,469
31448379,2021-03-29,2021-03-29,3500
39116663,2021-03-29,2021-03-29,598
36412673,2021-03-29,2021-03-29,388
28442399,2021-03-21,2021-03-21,1389
11262327,2021-03-21,2021-03-21,497
38709105,2021-03-29,2021-03-29,1120
42887219,2021-03-20,2021-03-20,579
28493800,2021-03-29,2021-03-29,333
24949163,2021-03-29,2021-03-29,238
20414901,2021-03-21,2021-03-21,5688
20462373,2021-03-21,2021-03-21,388
20462584,2021-03-21,2021-03-21,428
19580280,2021-03-29,2021-03-29,2208
33704182,2021-03-20,2021-03-20,238
33704182,2021-03-29,2021-03-29,238
44076270,2021-03-29,2021-03-29,298
44076843,2021-03-29,2021-03-29,298
44066962,2021-03-29,2021-03-29,488
30132195,2021-03-29,2021-03-29,688
39209578,2021-03-29,2021-03-29,600
39614958,2021-03-21,2021-03-21,680
31548973,2021-03-29,2021-03-29,679
13831867,2021-03-29,2021-03-29,588
43821878,2021-03-20,2021-03-20,880
40122176,2021-03-29,2021-03-29,180
39090821,2021-03-29,2021-03-29,368
30132549,2021-03-29,2021-03-29,10688
43899881,2021-03-21,2021-03-21,660
43704261,2021-03-29,2021-03-29,600
46608916,2021-03-20,2021-03-20,680
35808048,2021-03-29,2021-03-29,1668
31549619,2021-03-29,2021-03-29,550
35135171,2021-03-29,2021-03-29,688
38195540,2021-03-29,2021-03-29,568
28083303,2021-03-20,2021-03-20,990
17647242,2021-03-29,2021-03-29,825
45426262,2021-03-29,2021-03-29,330
43595976,2021-03-29,2021-03-29,808
36855912,2021-03-29,2021-03-29,468
36857358,2021-03-29,2021-03-29,1088
36856645,2021-03-29,2021-03-29,428
36773133,2021-03-29,2021-03-29,388
8800369,2021-03-29,2021-03-29,488
36983349,2021-03-29,2021-03-29,788
17971487,2021-03-21,2021-03-21,759
29636609,2021-03-29,2021-03-29,688
31244399,2021-03-21,2021-03-21,383
16509520,2021-03-29,2021-03-29,284
43145042,2021-03-29,2021-03-29,13135
44481032,2021-03-29,2021-03-29,880
44480087,2021-03-29,2021-03-29,680
43147041,2021-03-29,2021-03-29,1753
43147445,2021-03-29,2021-03-29,1099
45360696,2021-03-29,2021-03-29,458
45361181,2021-03-29,2021-03-29,458
45356745,2021-03-29,2021-03-29,566
39320610,2021-03-29,2021-03-29,2300
21444285,2021-03-21,2021-03-21,280
15091797,2021-03-21,2021-03-21,544
27292267,2021-03-20,2021-03-20,458
14472839,2021-03-29,2021-03-29,268
16177971,2021-03-29,2021-03-29,228
43734661,2021-03-29,2021-03-29,219
19392267,2021-03-29,2021-03-29,1050
38932633,2021-03-21,2021-03-21,1099
39010916,2021-03-29,2021-03-29,206
36050735,2021-03-29,2021-03-29,358
41441860,2021-03-29,2021-03-29,358
20529425,2021-03-29,2021-03-29,1000
17287160,2021-03-21,2021-03-21,500
45347045,2021-03-29,2021-03-29,898
41441293,2021-03-29,2021-03-29,498
22391363,2021-03-29,2021-03-29,428
40874544,2021-03-29,2021-03-29,17776
40190909,2021-03-29,2021-03-29,729
19074307,2021-03-29,2021-03-29,890
22888693,2021-03-29,2021-03-29,1012
19539790,2021-03-21,2021-03-21,434
32670117,2021-03-29,2021-03-29,438
21463320,2021-03-29,2021-03-29,468
25531696,2021-03-20,2021-03-20,572
22888491,2021-03-20,2021-03-20,824
24701437,2021-03-21,2021-03-21,1080
24719752,2021-03-29,2021-03-29,580
21156343,2021-03-21,2021-03-21,1200
21156343,2021-03-29,2021-03-29,1200
44994166,2021-03-29,2021-03-29,179
26065312,2021-03-29,2021-03-29,1080
19536527,2021-03-29,2021-03-29,318
19538839,2021-03-29,2021-03-29,380
19540139,2021-03-29,2021-03-29,338
46503511,2021-03-29,2021-03-29,419
8434973,2021-03-29,2021-03-29,208
8435357,2021-03-29,2021-03-29,217
45080986,2021-03-29,2021-03-29,488
45081150,2021-03-29,2021-03-29,288
45081079,2021-03-29,2021-03-29,399
45242122,2021-03-29,2021-03-29,488
39479053,2021-03-21,2021-03-21,359
39479053,2021-03-29,2021-03-29,359
30409310,2021-03-29,2021-03-29,757
39507888,2021-03-29,2021-03-29,499
24007271,2021-03-21,2021-03-21,116
24007271,2021-03-29,2021-03-29,116
37567573,2021-03-29,2021-03-29,980
20744218,2021-03-29,2021-03-29,900
39704321,2021-03-29,2021-03-29,560
25596284,2021-03-29,2021-03-29,1500
45657662,2021-03-29,2021-03-29,319
43209188,2021-03-20,2021-03-20,318
41200552,2021-03-29,2021-03-29,140
17900756,2021-03-29,2021-03-29,1288
18159068,2021-03-29,2021-03-29,188
35265818,2021-03-29,2021-03-29,388
44041536,2021-03-20,2021-03-20,318
46518775,2021-03-21,2021-03-21,428
43042256,2021-03-29,2021-03-29,248
33630732,2021-03-29,2021-03-29,298
43549180,2021-03-21,2021-03-21,328
43388181,2021-03-29,2021-03-29,358
22738872,2021-03-29,2021-03-29,300
37490691,2021-03-20,2021-03-20,366
37490691,2021-03-29,2021-03-29,240
37489376,2021-03-29,2021-03-29,310
39691615,2021-03-29,2021-03-29,240
39688714,2021-03-29,2021-03-29,240
21070566,2021-03-21,2021-03-21,698
40967433,2021-03-29,2021-03-29,240
40966528,2021-03-29,2021-03-29,310
45661380,2021-03-29,2021-03-29,349
45962422,2021-03-21,2021-03-21,368
46633319,2021-03-29,2021-03-29,268
34559957,2021-03-29,2021-03-29,2800
21071687,2021-03-21,2021-03-21,698
32391740,2021-03-29,2021-03-29,408
32950062,2021-03-29,2021-03-29,258
37350443,2021-03-29,2021-03-29,273
33050624,2021-03-29,2021-03-29,390
33028296,2021-03-29,2021-03-29,403
26963985,2021-03-21,2021-03-21,360
31091030,2021-03-29,2021-03-29,328
14143341,2021-03-29,2021-03-29,298
38363164,2021-03-29,2021-03-29,788
38171991,2021-03-29,2021-03-29,568
38946926,2021-03-29,2021-03-29,268
38947143,2021-03-29,2021-03-29,248
38947030,2021-03-29,2021-03-29,268
27475188,2021-03-21,2021-03-21,418
2526726,2021-03-29,2021-03-29,278
43867409,2021-03-29,2021-03-29,308
28165230,2021-03-29,2021-03-29,218
26267285,2021-03-29,2021-03-29,1188
45839200,2021-03-29,2021-03-29,150
38709735,2021-03-29,2021-03-29,745
43210009,2021-03-29,2021-03-29,388
43210369,2021-03-29,2021-03-29,1188
20717112,2021-03-29,2021-03-29,688
44621754,2021-03-29,2021-03-29,388
22554824,2021-03-29,2021-03-29,318
43922704,2021-03-29,2021-03-29,388
44422756,2021-03-29,2021-03-29,398
44237211,2021-03-29,2021-03-29,388
41512769,2021-03-29,2021-03-29,388
17180138,2021-03-29,2021-03-29,408
41461402,2021-03-29,2021-03-29,388
41324209,2021-03-29,2021-03-29,388
44223717,2021-03-29,2021-03-29,368
14935410,2021-03-29,2021-03-29,398
26150636,2021-03-29,2021-03-29,588
46267586,2021-03-20,2021-03-20,400
21416311,2021-03-21,2021-03-21,980
35984021,2021-03-29,2021-03-29,273
43485234,2021-03-29,2021-03-29,433
43470015,2021-03-21,2021-03-21,433
43470015,2021-03-29,2021-03-29,433
41728790,2021-03-29,2021-03-29,98
22851120,2021-03-29,2021-03-29,268
30223110,2021-03-29,2021-03-29,499
46740150,2021-03-29,2021-03-29,337
22851282,2021-03-29,2021-03-29,288
24569349,2021-03-29,2021-03-29,398
35371643,2021-03-29,2021-03-29,388
34844260,2021-03-29,2021-03-29,278
43385623,2021-03-21,2021-03-21,298
45749714,2021-03-29,2021-03-29,2980
35626968,2021-03-21,2021-03-21,227
36373534,2021-03-29,2021-03-29,338
40668985,2021-03-29,2021-03-29,300
41919071,2021-03-29,2021-03-29,318
40693632,2021-03-29,2021-03-29,1280
39934935,2021-03-29,2021-03-29,300
2485752,2021-03-29,2021-03-29,358
40770970,2021-03-29,2021-03-29,250
39337712,2021-03-29,2021-03-29,260
33600863,2021-03-29,2021-03-29,338
33515346,2021-03-29,2021-03-29,268
24648024,2021-03-29,2021-03-29,298
35914977,2021-03-29,2021-03-29,148
21439527,2021-03-21,2021-03-21,488
28578716,2021-03-20,2021-03-20,348
24728121,2021-03-29,2021-03-29,856
24740444,2021-03-29,2021-03-29,170
41255104,2021-03-29,2021-03-29,268
43791703,2021-03-29,2021-03-29,210
35046712,2021-03-21,2021-03-21,504
33532776,2021-03-29,2021-03-29,1800
18084595,2021-03-21,2021-03-21,839
35616962,2021-03-29,2021-03-29,258
45946480,2021-03-29,2021-03-29,368
35975147,2021-03-29,2021-03-29,169
41622296,2021-03-29,2021-03-29,138
17179098,2021-03-21,2021-03-21,498
34614204,2021-03-29,2021-03-29,358
46938872,2021-03-29,2021-03-29,555
44381336,2021-03-29,2021-03-29,198
34923246,2021-03-29,2021-03-29,788
34925284,2021-03-29,2021-03-29,766
34925931,2021-03-29,2021-03-29,799
36683195,2021-03-29,2021-03-29,880
21157695,2021-03-21,2021-03-21,3688
46041629,2021-03-21,2021-03-21,420
40708095,2021-03-29,2021-03-29,410
40707901,2021-03-29,2021-03-29,260
36673401,2021-03-21,2021-03-21,498
46442868,2021-03-29,2021-03-29,330
21994800,2021-03-20,2021-03-20,398
46204294,2021-03-29,2021-03-29,468
22875621,2021-03-29,2021-03-29,2388
19464222,2021-03-20,2021-03-20,3130
43076697,2021-03-29,2021-03-29,285
19555502,2021-03-29,2021-03-29,500
34671905,2021-03-29,2021-03-29,7000
35975233,2021-03-29,2021-03-29,189
17565911,2021-03-21,2021-03-21,1680
43122429,2021-03-20,2021-03-20,435
36880979,2021-03-29,2021-03-29,299
35276126,2021-03-21,2021-03-21,1280
45324326,2021-03-29,2021-03-29,9888
41184037,2021-03-20,2021-03-20,468
41184037,2021-03-29,2021-03-29,428
36498157,2021-03-29,2021-03-29,1580
36499819,2021-03-21,2021-03-21,980
13982503,2021-03-20,2021-03-20,568
13982383,2021-03-20,2021-03-20,498
13982383,2021-03-29,2021-03-29,398
13982742,2021-03-20,2021-03-20,438
11396620,2021-03-20,2021-03-20,2560
45947127,2021-03-29,2021-03-29,328
46651205,2021-03-29,2021-03-29,504
46651226,2021-03-29,2021-03-29,647
41090462,2021-03-20,2021-03-20,330
46204378,2021-03-29,2021-03-29,468
39426892,2021-03-29,2021-03-29,78
40645316,2021-03-29,2021-03-29,276
43152728,2021-03-29,2021-03-29,198
46455034,2021-03-29,2021-03-29,310
45610894,2021-03-29,2021-03-29,310
40963438,2021-03-29,2021-03-29,298
38828786,2021-03-29,2021-03-29,480
22332519,2021-03-29,2021-03-29,288
46484680,2021-03-29,2021-03-29,358
28449298,2021-03-29,2021-03-29,628
45109754,2021-03-29,2021-03-29,310
44841680,2021-03-29,2021-03-29,398
33511190,2021-03-20,2021-03-20,688
30161097,2021-03-20,2021-03-20,798
43237154,2021-03-29,2021-03-29,428
42465485,2021-03-20,2021-03-20,499
41126256,2021-03-29,2021-03-29,468
41125926,2021-03-29,2021-03-29,468
39800729,2021-03-29,2021-03-29,428
39782655,2021-03-29,2021-03-29,485
43576965,2021-03-20,2021-03-20,499
45583956,2021-03-29,2021-03-29,310
45132695,2021-03-29,2021-03-29,428
44982511,2021-03-29,2021-03-29,428
44486547,2021-03-20,2021-03-20,488
44486547,2021-03-29,2021-03-29,428
34501151,2021-03-20,2021-03-20,688
13049868,2021-03-21,2021-03-21,117
13049868,2021-03-29,2021-03-29,118
45945717,2021-03-29,2021-03-29,428
45945848,2021-03-20,2021-03-20,488
45945848,2021-03-29,2021-03-29,468
45945920,2021-03-29,2021-03-29,428
45904702,2021-03-20,2021-03-20,1580
45857952,2021-03-29,2021-03-29,428
42883004,2021-03-29,2021-03-29,423
29273792,2021-03-29,2021-03-29,450
24685449,2021-03-29,2021-03-29,458
45296774,2021-03-20,2021-03-20,668
43585647,2021-03-29,2021-03-29,400
43491619,2021-03-20,2021-03-20,688
42532535,2021-03-20,2021-03-20,418
41296597,2021-03-20,2021-03-20,498
40073795,2021-03-20,2021-03-20,498
39780594,2021-03-20,2021-03-20,799
36615754,2021-03-20,2021-03-20,588
23181718,2021-03-21,2021-03-21,488
15076250,2021-03-20,2021-03-20,558
44365469,2021-03-29,2021-03-29,598
40070335,2021-03-20,2021-03-20,598
47060860,2021-03-29,2021-03-29,8999
45858495,2021-03-20,2021-03-20,688
45858797,2021-03-20,2021-03-20,688
17048221,2021-03-29,2021-03-29,3200
24657806,2021-03-29,2021-03-29,4178
22520603,2021-03-29,2021-03-29,938
28448542,2021-03-29,2021-03-29,2516
21421272,2021-03-20,2021-03-20,499
35776384,2021-03-21,2021-03-21,99
45661058,2021-03-21,2021-03-21,300
37551237,2021-03-29,2021-03-29,688
37872036,2021-03-29,2021-03-29,488
36917404,2021-03-29,2021-03-29,258
41462753,2021-03-29,2021-03-29,428
45406903,2021-03-20,2021-03-20,767
45406903,2021-03-29,2021-03-29,512
46442723,2021-03-29,2021-03-29,330
30282660,2021-03-29,2021-03-29,358
29107102,2021-03-29,2021-03-29,3000
17718020,2021-03-29,2021-03-29,138
21208861,2021-03-21,2021-03-21,250
24292084,2021-03-29,2021-03-29,680
26073673,2021-03-20,2021-03-20,423
22721306,2021-03-29,2021-03-29,599
9560262,2021-03-21,2021-03-21,460
39123033,2021-03-21,2021-03-21,194
39123033,2021-03-29,2021-03-29,194
39122974,2021-03-21,2021-03-21,268
37068627,2021-03-21,2021-03-21,700
37068627,2021-03-29,2021-03-29,700
41461360,2021-03-21,2021-03-21,500
41461360,2021-03-29,2021-03-29,500
47081595,2021-03-29,2021-03-29,548
37664313,2021-03-29,2021-03-29,699
30755041,2021-03-21,2021-03-21,695
30755041,2021-03-29,2021-03-29,695
35029367,2021-03-29,2021-03-29,398
33623230,2021-03-21,2021-03-21,238
33623230,2021-03-29,2021-03-29,259
43572568,2021-03-20,2021-03-20,132
28819842,2021-03-29,2021-03-29,279
43905692,2021-03-29,2021-03-29,288
23790810,2021-03-21,2021-03-21,368
21818672,2021-03-29,2021-03-29,320
21817260,2021-03-29,2021-03-29,338
38302986,2021-03-29,2021-03-29,338
35886460,2021-03-29,2021-03-29,338
31321541,2021-03-29,2021-03-29,337
31132151,2021-03-29,2021-03-29,278
38120895,2021-03-29,2021-03-29,368
44197157,2021-03-29,2021-03-29,528
42340066,2021-03-21,2021-03-21,388
40272665,2021-03-29,2021-03-29,268
20126191,2021-03-20,2021-03-20,450
2516749,2021-03-29,2021-03-29,449
40832295,2021-03-21,2021-03-21,300
40832295,2021-03-29,2021-03-29,300
32646462,2021-03-29,2021-03-29,450
32647122,2021-03-21,2021-03-21,480
32647122,2021-03-29,2021-03-29,480
32647303,2021-03-21,2021-03-21,480
32647303,2021-03-29,2021-03-29,480
28731768,2021-03-21,2021-03-21,780
15826211,2021-03-21,2021-03-21,320
15826211,2021-03-29,2021-03-29,320
25069011,2021-03-21,2021-03-21,199
43918042,2021-03-29,2021-03-29,1588
44452246,2021-03-29,2021-03-29,658
24785742,2021-03-29,2021-03-29,360
46615995,2021-03-29,2021-03-29,1200
18244648,2021-03-29,2021-03-29,298
24636336,2021-03-21,2021-03-21,344
24644857,2021-03-21,2021-03-21,252
24644857,2021-03-29,2021-03-29,252
32411952,2021-03-29,2021-03-29,288
32412546,2021-03-29,2021-03-29,278
32412955,2021-03-29,2021-03-29,238
32412819,2021-03-29,2021-03-29,238
44544911,2021-03-29,2021-03-29,458
44544763,2021-03-29,2021-03-29,408
32297498,2021-03-29,2021-03-29,340
45244047,2021-03-29,2021-03-29,458
44545005,2021-03-21,2021-03-21,538
44545134,2021-03-29,2021-03-29,718
32319808,2021-03-29,2021-03-29,265
32413075,2021-03-29,2021-03-29,198
43776673,2021-03-29,2021-03-29,328
32297539,2021-03-21,2021-03-21,265
45180301,2021-03-29,2021-03-29,399
40455230,2021-03-29,2021-03-29,249
40872600,2021-03-29,2021-03-29,569
40872705,2021-03-29,2021-03-29,529
44929650,2021-03-21,2021-03-21,350
44929650,2021-03-29,2021-03-29,350
40871833,2021-03-21,2021-03-21,529
40871833,2021-03-29,2021-03-29,529
39602433,2021-03-21,2021-03-21,390
38374209,2021-03-21,2021-03-21,170
22556234,2021-03-21,2021-03-21,408
43759532,2021-03-21,2021-03-21,799
43759532,2021-03-29,2021-03-29,799
31886078,2021-03-29,2021-03-29,418
43749976,2021-03-29,2021-03-29,916
29116763,2021-03-21,2021-03-21,520
29116763,2021-03-29,2021-03-29,520
29594892,2021-03-29,2021-03-29,330
38369541,2021-03-29,2021-03-29,178
42907476,2021-03-21,2021-03-21,169
46631340,2021-03-21,2021-03-21,499
28536720,2021-03-21,2021-03-21,168
32073743,2021-03-20,2021-03-20,305
43424916,2021-03-29,2021-03-29,398
43399554,2021-03-21,2021-03-21,338
43399554,2021-03-29,2021-03-29,338
38397819,2021-03-29,2021-03-29,240
46630488,2021-03-29,2021-03-29,188
15980062,2021-03-29,2021-03-29,338
15991924,2021-03-21,2021-03-21,478
37848536,2021-03-29,2021-03-29,361
38396719,2021-03-29,2021-03-29,291
15992046,2021-03-29,2021-03-29,439
40571866,2021-03-29,2021-03-29,238
40572054,2021-03-29,2021-03-29,258
15989326,2021-03-21,2021-03-21,418
15989326,2021-03-29,2021-03-29,418
40571525,2021-03-29,2021-03-29,258
32369034,2021-03-29,2021-03-29,258
32081420,2021-03-29,2021-03-29,258
36816122,2021-03-20,2021-03-20,418
38397143,2021-03-29,2021-03-29,290
18936922,2021-03-21,2021-03-21,198
16338552,2021-03-21,2021-03-21,198
16278352,2021-03-29,2021-03-29,250
40786160,2021-03-20,2021-03-20,1519
6825400,2021-03-29,2021-03-29,210
16338516,2021-03-20,2021-03-20,340
16338460,2021-03-29,2021-03-29,250
16278252,2021-03-29,2021-03-29,250
16246810,2021-03-29,2021-03-29,250
39689486,2021-03-21,2021-03-21,3000
21927992,2021-03-21,2021-03-21,188
43953571,2021-03-29,2021-03-29,174
38304403,2021-03-21,2021-03-21,267
38304403,2021-03-29,2021-03-29,289
38617295,2021-03-21,2021-03-21,289
44196569,2021-03-20,2021-03-20,328
46012654,2021-03-29,2021-03-29,368
17179107,2021-03-21,2021-03-21,1680
46711335,2021-03-29,2021-03-29,888
26383352,2021-03-21,2021-03-21,688
26383352,2021-03-29,2021-03-29,688
43037255,2021-03-29,2021-03-29,1280
15697693,2021-03-29,2021-03-29,145
35411962,2021-03-29,2021-03-29,188
39477282,2021-03-29,2021-03-29,208
41750453,2021-03-20,2021-03-20,268
