listingid,fetch_date,order_date,price,rented
46649380,,2021-05-05,238,False
46636927,,2021-05-05,6666,False
46630014,,2021-05-05,399,False
46610221,2021-03-29,2021-05-05,318,True
46611509,,2021-05-05,1200,False
46572111,,2021-05-05,1580,False
46590334,2021-03-29,2021-05-05,318,True
46586730,2021-04-24,2021-05-05,354,True
46555239,,2021-05-05,429,False
46560542,2021-04-26,2021-05-05,533,True
46537415,2021-05-01,2021-05-05,288,True
46551597,,2021-05-05,339,False
46552070,2021-04-18,2021-05-05,339,True
46551930,,2021-05-05,339,False
46551683,,2021-05-05,339,False
46517207,,2021-05-05,339,False
46517740,,2021-05-05,299,False
46518059,,2021-05-05,339,False
46518683,2021-04-09,2021-05-05,378,True
46516847,,2021-05-05,339,False
46516882,,2021-05-05,418,False
46514700,,2021-05-05,388,False
46513562,2021-04-19,2021-05-05,538,True
46513706,2021-05-01,2021-05-05,288,True
46493296,,2021-05-05,498,False
46462717,2021-04-07,2021-05-05,148,True
46438284,2021-03-21,2021-05-05,249,True
46420337,,2021-05-05,600,False
46435423,2021-05-05,2021-05-05,333,True
46435423,2021-05-05,2021-05-05,333,True
46419476,2021-05-05,2021-05-05,328,True
46435160,2021-04-16,2021-05-05,588,True
46421470,2021-05-05,2021-05-05,590,True
46408020,2021-05-05,2021-05-05,780,True
46390262,,2021-05-05,450,False
46379716,2021-04-29,2021-05-05,566,True
46400865,,2021-05-05,400,False
46383390,2021-04-27,2021-05-05,328,True
46385168,,2021-05-05,650,False
46329654,2021-03-04,2021-05-05,1388,True
46344253,2021-03-04,2021-05-05,338,True
46304198,,2021-05-05,220,False
46304100,,2021-05-05,150,False
46300086,2021-05-02,2021-05-05,398,True
46299897,2021-03-28,2021-05-05,528,True
46264656,2021-05-05,2021-05-05,499,True
46282976,,2021-05-05,680,False
46228568,2021-04-10,2021-05-05,248,True
46230041,,2021-05-05,218,False
46204633,,2021-05-05,499,False
46206704,2021-03-16,2021-05-05,278,True
46207619,,2021-05-05,959,False
46209146,,2021-05-05,628,False
46225148,2021-03-23,2021-05-05,408,True
46207605,2021-03-04,2021-05-05,1019,True
46207960,2021-04-16,2021-05-05,558,True
46171253,2021-03-04,2021-05-05,588,True
46184190,2021-05-05,2021-05-05,590,True
46183999,2021-04-26,2021-05-05,588,True
46181898,2021-05-04,2021-05-05,328,True
46161042,2021-05-05,2021-05-05,350,True
46163151,,2021-05-05,350,False
46143127,2021-03-29,2021-05-05,240,True
46143332,,2021-05-05,288,False
46143737,,2021-05-05,400,False
46126240,,2021-05-05,300,False
46113267,2021-05-05,2021-05-05,299,True
46129498,,2021-05-05,499,False
46129268,2021-04-07,2021-05-05,299,True
46110519,,2021-05-05,208,False
46110368,,2021-05-05,238,False
46093857,2021-04-07,2021-05-05,426,True
46076265,2021-04-13,2021-05-05,338,True
46078151,2021-04-23,2021-05-05,2200,True
46040797,,2021-05-05,334,False
46043398,,2021-05-05,333,False
46043524,,2021-05-05,433,False
46058268,,2021-05-05,579,False
46043786,,2021-05-05,699,False
46058467,2021-04-22,2021-05-05,679,True
46027863,,2021-05-05,285,False
46016047,2021-03-09,2021-05-05,1047,True
46016098,2021-03-08,2021-05-05,926,True
46016426,2021-03-04,2021-05-05,770,True
46032643,2021-03-28,2021-05-05,528,True
46003011,2021-04-11,2021-05-05,799,True
46003354,2021-05-03,2021-05-05,350,True
46003480,,2021-05-05,579,False
45978513,2021-03-31,2021-05-05,528,True
45989104,2021-05-03,2021-05-05,325,True
45981250,,2021-05-05,137,False
45977256,,2021-05-05,799,False
45981138,,2021-05-05,389,False
45979936,2021-03-04,2021-05-05,388,True
45962400,2021-04-29,2021-05-05,258,True
45961198,2021-04-07,2021-05-05,208,True
45922742,,2021-05-05,286,False
45945502,,2021-05-05,650,False
45931083,2021-03-04,2021-05-05,298,True
45935145,2021-04-27,2021-05-05,1298,True
45902311,2021-03-24,2021-05-05,334,True
45915114,2021-05-05,2021-05-05,236,True
45907681,2021-03-04,2021-05-05,230,True
45905530,,2021-05-05,200,False
45908454,2021-04-18,2021-05-05,198,True
45908137,,2021-05-05,858,False
45890218,2021-05-04,2021-05-05,409,True
45891262,2021-04-22,2021-05-05,450,True
45874830,,2021-05-05,618,False
45886788,,2021-05-05,250,False
45885745,2021-04-22,2021-05-05,288,True
45867330,2021-05-05,2021-05-05,267,True
45871969,,2021-05-05,209,False
45871439,2021-04-08,2021-05-05,228,True
45855535,2021-03-04,2021-05-05,428,True
45856307,2021-04-16,2021-05-05,1000,True
45857221,,2021-05-05,180,False
45839368,2021-04-13,2021-05-05,598,True
45831191,,2021-05-05,188,False
45819719,2021-03-04,2021-05-05,889,True
45830751,2021-05-05,2021-05-05,206,True
45782253,2021-03-10,2021-05-05,296,True
45788055,2021-05-05,2021-05-05,518,True
45788736,2021-05-03,2021-05-05,971,True
45778290,2021-05-05,2021-05-05,197,True
45778032,,2021-05-05,438,False
45759369,2021-04-28,2021-05-05,292,True
45745565,2021-04-30,2021-05-05,358,True
45757291,,2021-05-05,389,False
45757217,,2021-05-05,400,False
45757437,2021-04-09,2021-05-05,229,True
45758152,,2021-05-05,188,False
45758403,,2021-05-05,600,False
45729681,,2021-05-05,568,False
45725196,2021-04-06,2021-05-05,688,True
45728105,,2021-05-05,399,False
45697212,2021-05-03,2021-05-05,265,True
45704856,2021-03-04,2021-05-05,288,True
45703835,2021-04-29,2021-05-05,262,True
45691263,2021-03-14,2021-05-05,888,True
45692012,2021-03-14,2021-05-05,888,True
45693538,2021-05-05,2021-05-05,235,True
45693848,,2021-05-05,234,False
45693728,,2021-05-05,200,False
45677772,2021-03-04,2021-05-05,350,True
45680161,2021-05-04,2021-05-05,888,True
45650741,2021-03-04,2021-05-05,1333,True
45650996,2021-03-04,2021-05-05,333,True
45641268,,2021-05-05,495,False
45641612,2021-04-26,2021-05-05,1529,True
45644318,2021-03-24,2021-05-05,700,True
45625999,,2021-05-05,999,False
45618702,,2021-05-05,498,False
45609814,,2021-05-05,458,False
45609911,,2021-05-05,458,False
45601623,,2021-05-05,249,False
45602219,,2021-05-05,220,False
45591862,,2021-05-05,1188,False
45592168,,2021-05-05,498,False
45591795,,2021-05-05,439,False
45587575,,2021-05-05,888,False
45569818,2021-03-14,2021-05-05,557,True
45570434,2021-03-14,2021-05-05,557,True
45552276,,2021-05-05,398,False
45552382,2021-03-14,2021-05-05,450,True
45553097,2021-05-04,2021-05-05,557,True
45553855,2021-03-14,2021-05-05,557,True
45552629,2021-03-16,2021-05-05,450,True
45550847,2021-05-04,2021-05-05,980,True
45550847,2021-05-04,2021-05-05,980,True
45540694,2021-04-06,2021-05-05,119,True
45534101,2021-05-05,2021-05-05,650,True
45531757,2021-04-22,2021-05-05,2222,True
45525437,2021-05-04,2021-05-05,628,True
45512632,,2021-05-05,485,False
45519112,2021-04-22,2021-05-05,699,True
45508356,,2021-05-05,780,False
45491267,2021-03-14,2021-05-05,680,True
45491519,2021-03-14,2021-05-05,680,True
45491640,2021-03-14,2021-05-05,598,True
45492447,2021-04-06,2021-05-05,599,True
45497675,,2021-05-05,300,False
45497878,,2021-05-05,699,False
45485175,,2021-05-05,588,False
45487026,,2021-05-05,205,False
45489325,2021-03-11,2021-05-05,256,True
45474779,2021-04-29,2021-05-05,190,True
45476036,2021-05-01,2021-05-05,218,True
45464802,2021-04-27,2021-05-05,235,True
45472809,2021-04-05,2021-05-05,368,True
45471439,,2021-05-05,400,False
45458947,,2021-05-05,869,False
45460801,,2021-05-05,266,False
45448743,2021-04-06,2021-05-05,109,True
45456240,,2021-05-05,350,False
45440751,2021-05-05,2021-05-05,359,True
45428006,,2021-05-05,800,False
45424735,,2021-05-05,500,False
45413482,,2021-05-05,300,False
45407506,2021-03-04,2021-05-05,240,True
45407966,,2021-05-05,318,False
45403326,2021-03-04,2021-05-05,498,True
45404602,2021-04-20,2021-05-05,288,True
45387782,2021-05-05,2021-05-05,600,True
45369284,,2021-05-05,666,False
45371814,,2021-05-05,8000,False
45369437,2021-05-05,2021-05-05,534,True
45355388,2021-03-19,2021-05-05,488,True
45355414,,2021-05-05,315,False
45356814,2021-04-08,2021-05-05,190,True
45354503,2021-04-08,2021-05-05,888,True
45338725,2021-04-27,2021-05-05,1298,True
45341117,2021-05-01,2021-05-05,570,True
45318281,,2021-05-05,349,False
45305312,,2021-05-05,600,False
45280793,2021-05-05,2021-05-05,255,True
45295001,2021-05-05,2021-05-05,160,True
45297704,2021-04-26,2021-05-05,457,True
45246347,2021-03-04,2021-05-05,329,True
45260963,2021-04-22,2021-05-05,239,True
45233710,2021-04-26,2021-05-05,169,True
45224365,,2021-05-05,888,False
45208802,2021-03-04,2021-05-05,528,True
45210027,2021-04-27,2021-05-05,488,True
45210337,,2021-05-05,175,False
45195976,2021-03-11,2021-05-05,387,True
45196797,,2021-05-05,300,False
45165244,,2021-05-05,333,False
45164071,2021-04-26,2021-05-05,419,True
45147018,2021-04-11,2021-05-05,248,True
45148042,,2021-05-05,328,False
45164790,,2021-05-05,200,False
45105112,,2021-05-05,428,False
45105663,,2021-05-05,658,False
45092540,2021-04-13,2021-05-05,399,True
45107969,2021-05-05,2021-05-05,210,True
45108549,,2021-05-05,185,False
45108617,,2021-05-05,122,False
45108514,2021-03-04,2021-05-05,358,True
45108465,2021-05-01,2021-05-05,248,True
45092002,2021-05-01,2021-05-05,499,True
45059445,2021-03-04,2021-05-05,378,True
45046254,2021-04-02,2021-05-05,410,True
45056104,,2021-05-05,500,False
45054954,,2021-05-05,500,False
45058299,,2021-05-05,190,False
45059888,2021-04-22,2021-05-05,337,True
45060574,2021-05-03,2021-05-05,200,True
45060364,,2021-05-05,400,False
45064715,,2021-05-05,1288,False
45003852,2021-04-11,2021-05-05,248,True
44983831,2021-04-20,2021-05-05,210,True
44972727,2021-04-03,2021-05-05,368,True
44988448,2021-04-20,2021-05-05,210,True
44987867,2021-05-05,2021-05-05,160,True
44836873,2021-05-05,2021-05-05,70,True
44835620,2021-04-28,2021-05-05,368,True
44788829,2021-05-05,2021-05-05,488,True
44736692,2021-05-01,2021-05-05,630,True
44825504,2021-04-08,2021-05-05,258,True
44689897,,2021-05-05,539,False
44690602,2021-03-05,2021-05-05,562,True
44734484,,2021-05-05,700,False
44721893,,2021-05-05,388,False
44697989,,2021-05-05,368,False
44690677,2021-04-22,2021-05-05,316,True
44712852,,2021-05-05,250,False
44666795,,2021-05-05,499,False
44686769,,2021-05-05,584,False
44686723,,2021-05-05,584,False
44687157,,2021-05-05,659,False
44689414,2021-04-22,2021-05-05,699,True
44676165,,2021-05-05,78000,False
44673271,2021-04-08,2021-05-05,218,True
44657979,2021-05-04,2021-05-05,322,True
44648676,2021-05-05,2021-05-05,153,True
44634229,2021-03-31,2021-05-05,580,True
44637689,,2021-05-05,518,False
44637916,2021-04-08,2021-05-05,225,True
44623323,2021-05-01,2021-05-05,178,True
44623486,2021-05-05,2021-05-05,720,True
44610801,2021-04-24,2021-05-05,326,True
44608788,2021-04-02,2021-05-05,698,True
44617124,,2021-05-05,300,False
44583859,2021-03-05,2021-05-05,259,True
44584481,2021-04-01,2021-05-05,698,True
44587912,,2021-05-05,300,False
44589263,,2021-05-05,250,False
44591833,2021-04-26,2021-05-05,339,True
44597319,,2021-05-05,350,False
44598637,,2021-05-05,198,False
44583798,,2021-05-05,338,False
44582286,2021-05-05,2021-05-05,288,True
44569051,,2021-05-05,399,False
44562792,2021-05-05,2021-05-05,268,True
44562913,2021-04-27,2021-05-05,488,True
44564443,2021-04-26,2021-05-05,387,True
44564589,,2021-05-05,328,False
44564706,,2021-05-05,447,False
44543848,2021-03-05,2021-05-05,562,True
44551223,,2021-05-05,288,False
44546395,,2021-05-05,180,False
44525877,2021-05-05,2021-05-05,179,True
44521225,,2021-05-05,275,False
44507496,,2021-05-05,400,False
44513095,2021-05-05,2021-05-05,189,True
44508022,,2021-05-05,279,False
44494024,2021-05-05,2021-05-05,152,True
44497907,,2021-05-05,700,False
44498711,,2021-05-05,188,False
44498675,,2021-05-05,700,False
44500840,,2021-05-05,688,False
44480844,,2021-05-05,600,False
44468889,,2021-05-05,259,False
44454076,2021-04-27,2021-05-05,398,True
44456996,2021-04-19,2021-05-05,699,True
44436913,2021-03-05,2021-05-05,880,True
44449947,,2021-05-05,298,False
44450765,2021-03-05,2021-05-05,559,True
44435725,2021-05-03,2021-05-05,660,True
44409885,,2021-05-05,499,False
44412582,2021-05-05,2021-05-05,550,True
44397639,2021-05-05,2021-05-05,200,True
44383955,,2021-05-05,290,False
44399362,,2021-05-05,233,False
44390084,2021-04-09,2021-05-05,788,True
44362421,2021-04-11,2021-05-05,120,True
44381789,,2021-05-05,208,False
44382435,,2021-05-05,358,False
44367534,,2021-05-05,240,False
44370935,2021-04-11,2021-05-05,248,True
44367588,,2021-05-05,448,False
44346109,2021-05-03,2021-05-05,400,True
44330815,2021-03-16,2021-05-05,188,True
44341075,2021-04-04,2021-05-05,159,True
44344686,,2021-05-05,165,False
44323508,,2021-05-05,279,False
44325486,2021-03-20,2021-05-05,399,True
44273864,2021-05-05,2021-05-05,260,True
44283482,,2021-05-05,240,False
44273864,2021-05-05,2021-05-05,260,True
44283482,,2021-05-05,240,False
44284050,,2021-05-05,233,False
44269118,,2021-05-05,183,False
44283874,,2021-05-05,235,False
44269518,,2021-05-05,584,False
44270484,,2021-05-05,280,False
44272147,,2021-05-05,235,False
44256666,,2021-05-05,267,False
44252466,2021-03-05,2021-05-05,388,True
44214348,,2021-05-05,250,False
44238882,,2021-05-05,317,False
44199086,2021-05-05,2021-05-05,320,True
44186156,,2021-05-05,138,False
44201445,,2021-05-05,233,False
44199895,,2021-05-05,233,False
44202049,2021-03-23,2021-05-05,120,True
44188608,,2021-05-05,233,False
44172547,2021-04-28,2021-05-05,450,True
44177735,,2021-05-05,500,False
44181930,,2021-05-05,250,False
44181933,,2021-05-05,518,False
44182946,,2021-05-05,400,False
44164424,,2021-05-05,250,False
44164397,2021-05-05,2021-05-05,226,True
44170896,,2021-05-05,240,False
44171216,2021-05-03,2021-05-05,280,True
44154394,,2021-05-05,2299,False
44154925,,2021-05-05,350,False
44138989,,2021-05-05,83,False
44157086,,2021-05-05,2299,False
44141960,2021-03-05,2021-05-05,1190,True
44143482,,2021-05-05,328,False
44128255,,2021-05-05,299,False
44131570,,2021-05-05,300,False
44106003,2021-04-20,2021-05-05,228,True
44092201,2021-04-27,2021-05-05,668,True
44082645,,2021-05-05,592,False
44079794,2021-03-29,2021-05-05,588,True
44076455,,2021-05-05,2400,False
44079194,2021-04-10,2021-05-05,448,True
44076558,,2021-05-05,200,False
44069903,,2021-05-05,300,False
44069910,,2021-05-05,103,False
44052604,2021-05-05,2021-05-05,650,True
44051963,,2021-05-05,110,False
44053323,2021-05-05,2021-05-05,308,True
44052568,2021-04-26,2021-05-05,600,True
44054584,2021-04-28,2021-05-05,300,True
44055007,,2021-05-05,300,False
44055097,2021-05-05,2021-05-05,300,True
44056582,2021-05-05,2021-05-05,400,True
44056659,2021-05-05,2021-05-05,337,True
44040770,2021-04-21,2021-05-05,550,True
44051455,2021-05-05,2021-05-05,400,True
44049713,,2021-05-05,1599,False
44051391,,2021-05-05,270,False
44033621,,2021-05-05,278,False
44033725,2021-05-05,2021-05-05,298,True
44019416,2021-04-28,2021-05-05,188,True
44004896,2021-05-05,2021-05-05,479,True
44005934,2021-03-11,2021-05-05,609,True
44005804,2021-03-05,2021-05-05,399,True
44006525,,2021-05-05,439,False
44006913,2021-03-13,2021-05-05,358,True
44006946,2021-04-19,2021-05-05,988,True
44010013,2021-03-05,2021-05-05,368,True
43990266,2021-03-05,2021-05-05,558,True
43991243,,2021-05-05,699,False
44006617,,2021-05-05,340,False
43994376,2021-04-20,2021-05-05,168,True
43995648,2021-05-05,2021-05-05,400,True
43996173,,2021-05-05,300,False
43963964,2021-04-26,2021-05-05,297,True
43971287,,2021-05-05,299,False
43972328,2021-03-05,2021-05-05,558,True
43972487,2021-03-05,2021-05-05,388,True
43972453,2021-03-05,2021-05-05,508,True
43951931,,2021-05-05,869,False
43953836,,2021-05-05,1549,False
43954815,,2021-05-05,299,False
43960950,,2021-05-05,185,False
43952691,,2021-05-05,659,False
43961156,2021-04-13,2021-05-05,450,True
43920923,2021-03-24,2021-05-05,788,True
43921975,2021-05-05,2021-05-05,479,True
43934222,,2021-05-05,100,False
43917997,2021-05-05,2021-05-05,479,True
43918509,,2021-05-05,299,False
43893428,2021-03-05,2021-05-05,199,True
43903987,2021-03-20,2021-05-05,180,True
43878500,2021-03-05,2021-05-05,110,True
43867482,2021-05-05,2021-05-05,310,True
43854343,,2021-05-05,240,False
43854840,,2021-05-05,290,False
43857459,,2021-05-05,321,False
43794703,2021-05-04,2021-05-05,270,True
43771326,2021-05-05,2021-05-05,280,True
43774152,,2021-05-05,298,False
43774026,2021-05-04,2021-05-05,560,True
43748133,,2021-05-05,300,False
43747232,2021-05-05,2021-05-05,300,True
43749938,,2021-05-05,320,False
43764792,,2021-05-05,469,False
43764792,,2021-05-05,469,False
43738179,,2021-05-05,340,False
43731071,2021-04-22,2021-05-05,275,True
43692233,2021-05-05,2021-05-05,399,True
43693272,,2021-05-05,267,False
43684177,2021-04-28,2021-05-05,198,True
43683077,,2021-05-05,358,False
43669478,2021-03-05,2021-05-05,687,True
43669737,2021-04-23,2021-05-05,988,True
43670132,,2021-05-05,959,False
43670352,2021-03-05,2021-05-05,499,True
43670946,2021-04-23,2021-05-05,988,True
43680396,,2021-05-05,330,False
43657525,2021-04-20,2021-05-05,659,True
43659223,2021-05-05,2021-05-05,598,True
43630181,,2021-05-05,349,False
43618449,2021-04-22,2021-05-05,796,True
43615438,2021-04-15,2021-05-05,1039,True
43610050,2021-05-05,2021-05-05,202,True
43599577,2021-03-06,2021-05-05,150,True
43584904,2021-04-24,2021-05-05,499,True
43571008,,2021-05-05,599,False
43584646,2021-03-05,2021-05-05,498,True
43560296,2021-03-05,2021-05-05,219,True
43560110,,2021-05-05,513,False
43547296,2021-04-20,2021-05-05,659,True
43548756,,2021-05-05,498,False
43541012,2021-04-20,2021-05-05,659,True
43519916,2021-05-03,2021-05-05,650,True
43523811,2021-05-05,2021-05-05,288,True
43531987,,2021-05-05,499,False
43511829,2021-04-15,2021-05-05,495,True
43519264,2021-05-05,2021-05-05,310,True
43504399,,2021-05-05,800,False
43508989,,2021-05-05,1288,False
43492372,2021-03-11,2021-05-05,1288,True
43455144,2021-05-03,2021-05-05,650,True
43444701,2021-05-03,2021-05-05,528,True
43461238,2021-03-24,2021-05-05,489,True
43461253,2021-03-24,2021-05-05,518,True
43439955,2021-04-06,2021-05-05,468,True
43439955,2021-04-06,2021-05-05,468,True
43439955,2021-04-06,2021-05-05,468,True
43429547,2021-03-24,2021-05-05,306,True
43426031,2021-03-24,2021-05-05,506,True
43406964,2021-03-04,2021-05-05,249,True
43424180,,2021-05-05,568,False
43407719,,2021-05-05,408,False
43399430,,2021-05-05,69,False
43392676,2021-04-20,2021-05-05,300,True
43383308,,2021-05-05,640,False
43383501,2021-03-05,2021-05-05,550,True
43375555,2021-04-14,2021-05-05,629,True
43346686,2021-03-21,2021-05-05,160,True
43336734,,2021-05-05,150,False
43353654,2021-05-05,2021-05-05,130,True
43329004,2021-04-30,2021-05-05,598,True
43330150,2021-05-03,2021-05-05,190,True
43317708,,2021-05-05,298,False
43319819,2021-03-05,2021-05-05,618,True
43319866,2021-03-05,2021-05-05,768,True
43320003,2021-03-05,2021-05-05,698,True
43308242,2021-03-10,2021-05-05,397,True
43315904,,2021-05-05,7000,False
43319926,2021-03-05,2021-05-05,698,True
43319926,2021-03-05,2021-05-05,698,True
43303009,,2021-05-05,638,False
43303938,,2021-05-05,638,False
43304206,,2021-05-05,638,False
43305792,,2021-05-05,1180,False
43299022,2021-03-05,2021-05-05,389,True
43288989,2021-05-05,2021-05-05,899,True
43279439,2021-05-05,2021-05-05,500,True
43271861,2021-05-01,2021-05-05,899,True
43251885,2021-04-22,2021-05-05,188,True
43252107,2021-04-22,2021-05-05,188,True
43240094,2021-04-07,2021-05-05,208,True
43224845,,2021-05-05,230,False
43227456,,2021-05-05,599,False
43216370,2021-03-05,2021-05-05,1299,True
43191019,2021-03-05,2021-05-05,289,True
43181057,2021-04-26,2021-05-05,400,True
43181010,,2021-05-05,300,False
43181153,,2021-05-05,450,False
43181086,,2021-05-05,350,False
43181177,,2021-05-05,400,False
43181226,,2021-05-05,400,False
43168792,2021-04-14,2021-05-05,629,True
43171560,,2021-05-05,389,False
43167630,2021-04-14,2021-05-05,629,True
43173998,,2021-05-05,1099,False
43167224,2021-04-30,2021-05-05,399,True
43163630,,2021-05-05,180,False
43151016,,2021-05-05,280,False
43136580,2021-05-03,2021-05-05,378,True
43113862,2021-05-01,2021-05-05,129,True
43109129,2021-04-30,2021-05-05,399,True
43105606,,2021-05-05,500,False
43106166,2021-04-30,2021-05-05,399,True
43107381,2021-03-31,2021-05-05,268,True
43091552,,2021-05-05,210,False
43093652,,2021-05-05,259,False
43098101,,2021-05-05,988,False
43100426,2021-04-19,2021-05-05,208,True
43088770,2021-04-27,2021-05-05,80,True
43081856,2021-04-20,2021-05-05,308,True
43076774,,2021-05-05,70000,False
43056558,2021-05-05,2021-05-05,222,True
43056599,2021-05-05,2021-05-05,228,True
43056758,2021-05-05,2021-05-05,275,True
43062886,,2021-05-05,402,False
43014616,2021-04-13,2021-05-05,260,True
43015818,,2021-05-05,974,False
42978298,,2021-05-05,190,False
42990357,,2021-05-05,283,False
42970923,,2021-05-05,230,False
42917531,2021-04-26,2021-05-05,72,True
42910322,,2021-05-05,1488,False
42887044,,2021-05-05,230,False
42891069,2021-04-02,2021-05-05,199,True
42894731,2021-04-07,2021-05-05,150,True
42844795,2021-04-27,2021-05-05,435,True
42751175,2021-04-23,2021-05-05,350,True
42746818,2021-03-05,2021-05-05,568,True
42747785,2021-05-05,2021-05-05,200,True
42765654,2021-05-05,2021-05-05,399,True
42649136,2021-04-22,2021-05-05,160,True
42649727,2021-03-18,2021-05-05,160,True
42632286,,2021-05-05,210,False
42611658,,2021-05-05,150,False
42589662,,2021-05-05,223,False
