listingid,Lat,Lng,title,formatted_address,url
45464802,31.2109600000,121.4566200000,福楼（43） 复兴中路历史建筑保护区+音乐学院  静谧幽雅的法式里弄小公寓,上海市徐汇区天平路街道天平街道桃源村小区桃源村,https://www.airbnb.cn/rooms/45464802
45472809,31.1861600000,121.4531600000,近东安路地铁站 繁华商圈 肿瘤医院 三床,上海市徐汇区枫林路街道华侨新村,https://www.airbnb.cn/rooms/45472809
45460801,31.1785300000,121.4237400000,精品大床或者双床,上海市徐汇区田林街道钦州花苑,https://www.airbnb.cn/rooms/45460801
45448743,31.1578700000,121.4249200000,1/3号线上海南站次卧大床房,上海市徐汇区康健新村街道康乐小区(钦州南路),https://www.airbnb.cn/rooms/45448743
45456240,31.1708300000,121.4423900000,徐汇高品质一房,上海市徐汇区漕河泾街道上海庆樱测控技术有限公司上海远大心胸医院,https://www.airbnb.cn/rooms/45456240
45440751,31.1864000000,121.4501600000,Cosy whole apartment,上海市徐汇区枫林路街道重庆鸡公煲(宛平南路)宛南一村,https://www.airbnb.cn/rooms/45440751
45428006,31.2047600000,121.4469400000,1号线9号线，11号线徐家汇公园精装公寓,上海市徐汇区天平路街道上海市人事局上海市公务员局,https://www.airbnb.cn/rooms/45428006
45424735,31.1890300000,121.4468600000,龙华精神卫生中心/体育馆/复旦肿瘤医院,上海市徐汇区徐家汇街道零陵路571号海洋石油大厦(零陵路),https://www.airbnb.cn/rooms/45424735
45413482,31.1684500000,121.4153800000,九号线桂林路地铁站，交通方便，生活基础设施齐全,上海市徐汇区虹梅路街道中核维思仪器仪表公司中核浦原科技园,https://www.airbnb.cn/rooms/45413482
45407506,31.2080300000,121.4523800000,复旦大学耳鼻喉医院240m/上海音乐学院/酒吧一条街/1号7号10号线交通便捷/近田子坊/华山医院,上海市徐汇区天平路街道岳阳路岳阳花苑,https://www.airbnb.cn/rooms/45407506
45407966,31.1578500000,121.4442200000,【欧阳阳阳Soleil—日式榻榻米】私密花园别墅/直达中山公园迪士尼/紧邻西岸艺术中心上海南站,上海市徐汇区漕河泾街道石龙路106号,https://www.airbnb.cn/rooms/45407966
45403326,31.2137200000,121.4462300000,浪漫法 租界公寓,上海市徐汇区湖南路街道乌鲁木齐中路信和别墅,https://www.airbnb.cn/rooms/45403326
45404602,31.1922800000,121.4524700000,近地铁4号线东安路，肿瘤医院中山医院，精装修独门独卫独厨大床房，干净卫生。,上海市徐汇区枫林路街道复旦大学附属肿瘤医院磁共振,https://www.airbnb.cn/rooms/45404602
45387782,31.1932000000,121.4412100000,徐家汇品质房，一室，两室户型多样，免费健身房，泳池，停车方便,上海市徐汇区徐家汇街道天钥桥路汇联商厦(天钥桥路店),https://www.airbnb.cn/rooms/45387782
45369284,31.1958100000,121.4376200000,1/9/11号线徐家汇地铁站零距离，港汇花园、恒隆港汇广场服务式公寓，一房两房三房，民水通燃气,上海市徐汇区徐家汇街道恭城路港汇恒隆广场,https://www.airbnb.cn/rooms/45369284
45371814,31.1703300000,121.4426800000,徐家汇公寓直租 无中介费 服务费 拎包入住,上海市徐汇区漕河泾街道上海众甫建筑工程咨询有限公司智慧线创意产业园,https://www.airbnb.cn/rooms/45371814
45369437,31.1827400000,121.4584500000,徐汇滨江高品质两室两厅，24H安保，每周两次保洁，限时特惠,上海市徐汇区斜土路街道凯滨路保利·西岸,https://www.airbnb.cn/rooms/45369437
45355414,31.1399900000,121.4201600000,宽敞一居LOFT户型｜标准双人床 情侣闺蜜 超大空间不显拥挤 近华东理工大学 周边便利 近地铁1号线,上海市徐汇区凌云路街道梅陇四村华东理工大学徐汇校区,https://www.airbnb.cn/rooms/45355414
45354503,31.1889900000,121.4495100000,4号线地铁旁近肿瘤医院龙华医院大两室一厅,上海市徐汇区枫林路街道恒昌花园B座,https://www.airbnb.cn/rooms/45354503
45338725,31.2057600000,121.4492500000,【你我之间】市中心衡复街区设计感独栋花园小洋房两房，三条地铁直通各大景点，安静文艺舒适宽敞,上海市徐汇区天平路街道永嘉路岳阳花苑,https://www.airbnb.cn/rooms/45338725
45341117,31.2028300000,121.4636200000,瑞德信高级公寓II,上海市徐汇区斜土路街道肇嘉浜路鼎园北区,https://www.airbnb.cn/rooms/45341117
45318281,31.2030800000,121.4551800000,上海日和 -洋房小院，地铁7.9号线肇嘉浜路，毗邻永嘉路，建国西路，淮海路，东平路，乌鲁木齐路～,上海市徐汇区天平路街道达汇花园建国西路378弄,https://www.airbnb.cn/rooms/45318281
45305312,31.1937800000,121.4382900000,徐家汇地铁站200米,上海市徐汇区徐家汇街道虹桥路东方商厦,https://www.airbnb.cn/rooms/45305312
45280793,31.1667800000,121.4430300000,3/12号线龙漕路4号口，可短租，配套齐全，江景房，大露台可聚会烧烤,上海市徐汇区漕河泾街道上海新天天大众低温物流有限公司,https://www.airbnb.cn/rooms/45280793
45295001,31.1796600000,121.4462400000,清新风温馨阁楼房，市中心地段，紧邻徐家汇商圈，靠近地铁口,上海市徐汇区枫林路街道上海市公安局徐汇分局治安支队值班室,https://www.airbnb.cn/rooms/45295001
45297704,31.2041400000,121.4347500000,🏠新房•武康大楼旁北欧原木风 地铁10/11号线交通大学地铁站0距离 新天地/南京东路/迪斯尼无换乘,上海市徐汇区天平路街道淮海中路海斯大厦,https://www.airbnb.cn/rooms/45297704
45246347,31.2003000000,121.4435000000,【上海痕迹】武康大楼对面/宋庆龄故居旁,上海市徐汇区天平路街道德昌路衡山公园,https://www.airbnb.cn/rooms/45246347
45260963,31.2035400000,121.4607300000,【都可の小屋】独门整租，永康路网红街/田子坊/陕西南路地铁/环贸loft小复式少女小屋/可住2-4人,上海市徐汇区天平路街道汇景苑汇景苑(陕西南路),https://www.airbnb.cn/rooms/45260963
45233710,31.1667300000,121.4355300000,4034徐家汇区域地铁站200米内  电梯公寓 光大会展中心500米  乳胶床垫及枕头,上海市徐汇区漕河泾街道奇点教育(中国)STEAM学院保利星苑,https://www.airbnb.cn/rooms/45233710
45224365,31.1847900000,121.4388100000,阿迪达斯足球公园/上影广场/上海体育广场/创世纪花园住宅区,上海市徐汇区徐家汇街道电影华苑(零陵路)徐家汇派出所,https://www.airbnb.cn/rooms/45224365
45208802,31.1993000000,121.4403000000,原木日式榻榻米茶室｜整租一居电梯高层 近妇幼保健院 TIC 徐家汇地铁11号线乐园直达,上海市徐汇区徐家汇街道昭平路One ITC,https://www.airbnb.cn/rooms/45208802
45210027,31.1927700000,121.4506000000,徐汇肿瘤医院/中山医院旁精装修2房1厅2卫，2大床带1沙发床，可做饭。,上海市徐汇区枫林路街道锦蝶苑科乐苑,https://www.airbnb.cn/rooms/45210027
45210337,31.1712200000,121.4351400000,「一间森林」女生四人独卫间PLUS（一个床位） |静安寺&恒隆广场&梅龙镇广场丨核心商圈、地铁沿线,上海市徐汇区漕河泾街道漕溪路上海望族城,https://www.airbnb.cn/rooms/45210337
45195976,31.1880900000,121.4328800000,【30天起租--徐家汇特惠单人小屋16】衡山路/光启城/上海体育馆/四轨交汇@交通便利,上海市徐汇区徐家汇街道文定路176号上海市徐汇区汇师小学,https://www.airbnb.cn/rooms/45195976
45196797,31.1431900000,121.4463200000,植物园附近精装一室户,上海市徐汇区长桥街道百色路228弄9号天然居(百色路),https://www.airbnb.cn/rooms/45196797
45164071,31.2113200000,121.4418200000,【姝华】『安心360消毒民宿』衡复文化区花园洋房，地铁1，7，10号线图书馆地铁站，近武康路，五原路,上海市徐汇区湖南路街道湖南路街道五原路幼儿园,https://www.airbnb.cn/rooms/45164071
45148042,31.1406700000,121.4211800000,【蜜瓜双心】温馨双床 华东理工大学对面  近1号线锦江乐园站 /上海南站 带厨房可做饭 有阳台,上海市徐汇区凌云路街道梅陇四村,https://www.airbnb.cn/rooms/45148042
45164790,31.1657300000,121.4357100000,1/12号线漕宝路220米，光大会展中心，年租折扣，整租一室，免服务费，可养宠物，精美装修,上海市徐汇区漕河泾街道沪闵路9555号八五嘉苑,https://www.airbnb.cn/rooms/45164790
45105112,31.1916400000,121.4492900000,地铁4号线旁肿瘤医院温馨一室一厅,上海市徐汇区枫林路街道荣承公寓,https://www.airbnb.cn/rooms/45105112
45105663,31.1920300000,121.4493200000,肿瘤医院/中山医院/电梯两室一厅,上海市徐汇区枫林路街道锦蝶苑上海市肿瘤研究所,https://www.airbnb.cn/rooms/45105663
45092540,31.2123400000,121.4503700000,海上风情独居房,上海市徐汇区湖南路街道淮海中路1409号上海交响乐团(复兴中路),https://www.airbnb.cn/rooms/45092540
45107969,31.1868100000,121.4470100000,上海体育场地铁站旁边，紧邻星游城、万体馆、腾飞大厦、徐家汇、龙华医院、肿瘤医院,上海市徐汇区徐家汇街道双峰北路6号零陵小区(零陵路),https://www.airbnb.cn/rooms/45107969
45108549,31.1871300000,121.4458700000,清新单间，地铁站旁边，紧邻市中心徐家汇商圈，周边有星游城、万体馆、腾飞大厦、肿瘤医院、龙华医院,上海市徐汇区徐家汇街道佳安公寓,https://www.airbnb.cn/rooms/45108549
45108617,31.1867300000,121.4456800000,舒适沙发，市中心地段，购物出行吃饭便利（沙发只接待男生哦）,上海市徐汇区枫林路街道零陵路574号上海交通大学医学院附属精神卫生中心,https://www.airbnb.cn/rooms/45108617
45108514,31.1820300000,121.4333800000,实拍【暖房清居】近地铁4/11/  上海站/中山医院/龙华医院/上生新所/肿瘤医院 一室厅独卫带厨房,上海市徐汇区徐家汇街道徐汇区文化市场行政执法大队裕德小区(裕德路),https://www.airbnb.cn/rooms/45108514
45108465,31.1877700000,121.4465400000,采光无敌大主卧，靠近肿瘤医院、龙华医院，地铁站旁边，紧邻徐家汇商圈、星游城、腾飞大厦,上海市徐汇区徐家汇街道心灵花园·心理咨询爱乐大厦,https://www.airbnb.cn/rooms/45108465
45092002,31.1877200000,121.4555500000,清新舒适宽敞双床/肿瘤医院/中山医院/上海音乐学院/直达迪士尼&南京东路/近地铁12、4、7号线,上海市徐汇区枫林路街道东安一村(东安路)上海市零陵中学,https://www.airbnb.cn/rooms/45092002
45046254,31.2139800000,121.4501900000,【五原路】复式北欧花园洋房| 带超大庭院| 近地铁1/7号线 | 网红打卡咖啡餐厅一条街,上海市徐汇区湖南路街道瑞华公寓,https://www.airbnb.cn/rooms/45046254
45056104,31.2174200000,121.4519900000,静安长乐  墨绿的夜 如记忆隐约,上海市徐汇区湖南路街道上海市位育实验学校,https://www.airbnb.cn/rooms/45056104
45054954,31.2068000000,121.4391900000,武康路 深海橘趣 一间充满趣味设计的小窝,上海市徐汇区湖南路街道湖南路277号湖南路273号老公寓,https://www.airbnb.cn/rooms/45054954
45058299,31.1684100000,121.4298700000,美桔酒店式公寓,上海市徐汇区漕河泾街道中虹汇之苑,https://www.airbnb.cn/rooms/45058299
45059888,31.2115700000,121.4620200000,张爱玲故居，地铁1号线3号线0距离/衡山路酒吧街/瑞金医院/复旦大学附属医院/著名的逸园跑狗场,上海市徐汇区天平路街道陕西南路392号上海理工大学复兴路校区,https://www.airbnb.cn/rooms/45059888
45060574,31.1664100000,121.4339800000,美桔酒店 漕宝路地铁口,上海市徐汇区漕河泾街道沪闵路,https://www.airbnb.cn/rooms/45060574
45060364,31.1698200000,121.4545200000,4/11号线上海游泳馆，3/12号龙漕路，临近体育场、徐汇星游城、龙华医院、龙华寺等，高品质公寓,上海市徐汇区龙华街道东蔡居委会龙华西路90弄小区,https://www.airbnb.cn/rooms/45060364
45064715,31.2114100000,121.4587900000,【懒悠悠管家民宿·嘉善家】地铁直达外滩步行至瑞金医院，淮海路/近耳鼻喉医院/近上音700米步行可至。,上海市徐汇区天平路街道园烧肉酒场上海理工大学复兴路校区,https://www.airbnb.cn/rooms/45064715
44983831,31.1809100000,121.4468400000,市中心、上海体育场，双地铁房4号、11号地铁站旁边，步行可达肿瘤医院、万体馆、徐家汇中心、腾飞大厦,上海市徐汇区枫林路街道宛南六村,https://www.airbnb.cn/rooms/44983831
44972727,31.1871000000,121.4549800000,东安路肿瘤医院居家双床房,上海市徐汇区枫林路街道上海音乐学院零陵校区,https://www.airbnb.cn/rooms/44972727
44988448,31.1805600000,121.4469100000,舒适朝南单间，市中心闹市区，紧邻上海体育场、万体馆、星游城、徐家汇中心，地铁4号、11号线旁,上海市徐汇区枫林路街道煤科公寓,https://www.airbnb.cn/rooms/44988448
44987867,31.1811100000,121.4464300000,特色小阁楼，市中心位置，紧邻徐家汇、万体馆、星游城、上海体育场，地铁4号、11号线旁边步行几分钟,上海市徐汇区枫林路街道煤科公寓,https://www.airbnb.cn/rooms/44987867
44836873,31.1647000000,121.4498000000,【迪盛公寓】【交通】：3号线石龙路、龙漕路,上海市徐汇区龙华街道迪盛公寓,https://www.airbnb.cn/rooms/44836873
44835620,31.2066200000,121.4568100000,淮海中路/音乐学院/五官科医院/北欧宜居,上海市徐汇区天平路街道达汇花园建新小区(建国西路),https://www.airbnb.cn/rooms/44835620
44788829,31.1577300000,121.4171300000,~Pome Garden~毗邻上海师范大学 光大会展 漕河泾 上海南站 清新两居独享40平大花园,上海市徐汇区康健新村街道长兴坊,https://www.airbnb.cn/rooms/44788829
44736692,31.2053700000,121.4657200000,瑞德信高级公寓,上海市徐汇区斜土路街道鼎园(肇嘉浜路)鼎园北区,https://www.airbnb.cn/rooms/44736692
44689897,31.2101200000,121.4595500000,<永康里>『安心360消毒』【全屋地暖】衡复文化中心石库门，老上海记忆！陕西南路站，一楼独门进出,上海市徐汇区天平路街道永嘉路300弄小区,https://www.airbnb.cn/rooms/44689897
44690602,31.2184500000,121.4567400000,【伊间】淮海中路 花园洋房摩登海派一居室,上海市徐汇区湖南路街道新乐路34弄新乐路44弄小区,https://www.airbnb.cn/rooms/44690602
44734484,31.2011000000,121.4432600000,徐家汇公园旁，步行500米三线地铁，出行方便,上海市徐汇区天平路街道吴兴大楼小区,https://www.airbnb.cn/rooms/44734484
44721893,31.2001200000,121.4638200000,沧浪亭民宿合宝路金巢,上海市徐汇区斜土路街道福华花苑,https://www.airbnb.cn/rooms/44721893
44697989,31.1974600000,121.4544600000,中山医院温馨家庭双床房,上海市徐汇区枫林路街道平江路中交第三航务工程局有限公司,https://www.airbnb.cn/rooms/44697989
44690677,31.2029000000,121.4651000000,Skyview Apartment to Share at Central Xujiahui,上海市徐汇区斜土路街道古典家具瑞嘉公寓,https://www.airbnb.cn/rooms/44690677
44712852,31.1937500000,121.4529000000,精装一室户，4/7号线东安路站，地铁零距离，无中介费，有停车位,上海市徐汇区枫林路街道振兴小区(斜土路),https://www.airbnb.cn/rooms/44712852
44666795,31.1632300000,121.4326700000,精装一房阳光房/带投影仪/近光大会展/日月光/地铁1.12.15、号线,上海市徐汇区漕河泾街道钦州路111弄小区科苑新村南区,https://www.airbnb.cn/rooms/44666795
44686769,31.1882800000,121.4431920000,伊间丨徐家汇CBD商圈 上海体育场站,上海市徐汇区徐家汇街道漕溪北路飞洲国际大厦,https://www.airbnb.cn/rooms/44686769
44686723,31.1882800000,121.4431900000,伊间丨近1/4/9/11轨交美罗城万体馆,上海市徐汇区徐家汇街道嘉汇国际广场B栋嘉汇国际广场B楼,https://www.airbnb.cn/rooms/44686723
44687157,31.1662900000,121.4343800000,9/3/4宜山路站，交通便利，生活设施完善,上海市徐汇区漕河泾街道沪闵路徐汇公园道壹号,https://www.airbnb.cn/rooms/44687157
44689414,31.2111700000,121.4409200000,<TuscanSun>『安心360消毒』衡复文化中心武康路复兴西路老洋房，带露台| 上海图书馆站,上海市徐汇区湖南路街道复兴西路199号湖南别墅,https://www.airbnb.cn/rooms/44689414
44676165,31.1734200000,121.4384300000,愿你在这儿自如～两室一厅一厨一卫/近地铁/光大会展中心/第八人民医院/可长租,上海市徐汇区漕河泾街道兆嘉园,https://www.airbnb.cn/rooms/44676165
44657979,31.2124500000,121.4453400000,【1984】艺术/美感/先锋/Chill&Chic法租五原路淮海中路静安寺静谧的家/花园吧台投影仪,上海市徐汇区湖南路街道永福路2号,https://www.airbnb.cn/rooms/44657979
44648676,31.1990500000,121.4647100000,9号线嘉善路，4/12号线大木桥路站，一室户精品公寓，性价比超高，房源有限,上海市徐汇区斜土路街道福华花苑,https://www.airbnb.cn/rooms/44648676
44634229,31.2002900000,121.4420500000,隐蔽在衡山路的设计师展厅-地铁站5分钟-徐家汇商圈-交通大学-上海市中心内法国梧桐树环绕的民宿,上海市徐汇区天平路街道德昌路衡山公园,https://www.airbnb.cn/rooms/44634229
44637689,31.1625700000,121.4330800000,徐汇高层景观房，温馨舒适，小资生活，拎包入住，漕宝路地铁1.12号线,上海市徐汇区漕河泾街道科苑新村科苑新村南区,https://www.airbnb.cn/rooms/44637689
44623323,31.1926400000,121.4381900000,徐家汇地铁口零距离/美罗城/圣爱大厦/单人房独立单间,上海市徐汇区徐家汇街道上海市徐汇中学,https://www.airbnb.cn/rooms/44623323
44623486,31.2013400000,121.4448600000,房东直租，衡山路网红公寓，一个月起租，押一付一，优秀历史建筑，带独用大露台，俯瞰徐家汇公园,上海市徐汇区天平路街道建国西路691号吴兴路256弄小区,https://www.airbnb.cn/rooms/44623486
44610801,31.1983400000,121.4301000000,L&Z House 近交通大学 舒适两居室,上海市徐汇区徐家汇街道淮海西路番禺小区,https://www.airbnb.cn/rooms/44610801
44608788,31.2109900000,121.4566800000,淮海西路环贸/新天地/老洋房/投影/独立院子,上海市徐汇区湖南路街道汾阳路上海音乐学院汾阳校区,https://www.airbnb.cn/rooms/44608788
44617124,31.1931600000,121.4547900000,徐汇区4/7号线东安路地铁站零距离高品质酒店公寓,上海市徐汇区枫林路街道东安路227号汉庭酒店(上海东安路二店),https://www.airbnb.cn/rooms/44617124
44583859,31.2060000000,121.4552500000,衡山路独居  1公里内5个地铁站  读书赏画温馨@家,上海市徐汇区天平路街道达汇花园,https://www.airbnb.cn/rooms/44583859
44584481,31.2125000000,121.4551600000,淮海西路环贸/复兴中路老洋房/投影/院子,上海市徐汇区天平路街道襄阳南路236号上海市位育初级中学,https://www.airbnb.cn/rooms/44584481
44587912,31.2025700000,121.4402800000,ARH - 「拍摄活动聚会」武康路衡山路/百年法式花园洋房/ins风优雅复古调/鲜花植物工作室,上海市徐汇区天平路街道康平路172弄36号,https://www.airbnb.cn/rooms/44587912
44589263,31.1664400000,121.4358800000,漕宝路地铁口5号口220米，精品公寓，拎包入住,上海市徐汇区漕河泾街道康健路泰成花苑,https://www.airbnb.cn/rooms/44589263
44591833,31.1583300000,121.4522800000,轻奢简单商务房,上海市徐汇区龙华街道龙龙家园龙南六村东区,https://www.airbnb.cn/rooms/44591833
44597319,31.1931200000,121.4549400000,4/7号线东安路地铁站164米，精品公寓，拎包入住,上海市徐汇区枫林路街道东安路东安路230弄小区,https://www.airbnb.cn/rooms/44597319
44598637,31.1666300000,121.4360400000,四通八达！徐汇漕宝路精装一居室 双轨交汇——静安/徐汇/闵行/浦东，内环高架/上海南站,上海市徐汇区漕河泾街道西雅图,https://www.airbnb.cn/rooms/44598637
44583798,31.1845800000,121.4397400000,【康悦居】 电梯 家庭房 步行可到4号线/中山医院/肿瘤医院/美罗城/腾飞大厦/体育馆/精神卫生中心,上海市徐汇区徐家汇街道上影公寓,https://www.airbnb.cn/rooms/44583798
44582286,31.2062500000,121.4586000000,巴黎时韵电梯公寓【酒店式物业】智能锁9/12号线嘉善路站600米·环贸田子坊·瑞金中山医院·可住四人,上海市徐汇区天平路街道襄阳南路三金大厦写字楼,https://www.airbnb.cn/rooms/44582286
44569051,31.1917100000,121.4558400000,徐家汇4/7号线东安路地铁口 5星级酒店住房 每周保洁,上海市徐汇区枫林路街道东安一村(东安路),https://www.airbnb.cn/rooms/44569051
44562792,31.2169600000,121.4573600000,地铁1/10/12号线【陕西南路站】淮海中路陕西南路交叉路口。邻近:外滩，南京东路，城隍庙，新天地…,上海市徐汇区湖南路街道襄阳公园,https://www.airbnb.cn/rooms/44562792
44562913,31.2034700000,121.4470000000,【流光相皎洁】榻榻米 私人影院+厨房 近 1号线衡山路/外滩/四行仓库/静安寺 日式大一居,上海市徐汇区天平路街道高安路71号首长公寓,https://www.airbnb.cn/rooms/44562913
44564443,31.1868900000,121.4343100000,【超低月租价--徐家汇13A】衡山路/四地铁交汇/上海体育馆@交通便利@整租独卫,上海市徐汇区徐家汇街道玉兰花苑,https://www.airbnb.cn/rooms/44564443
44564589,31.1860600000,121.4330000000,【30天起租--徐家汇02] 衡山路/上海体育馆/四地铁交汇/整租独卫@交通便利,上海市徐汇区徐家汇街道文定路174号上海市徐汇区汇师小学,https://www.airbnb.cn/rooms/44564589
44564706,31.1880500000,121.4341900000,【月租特惠---徐家汇03】四地铁交汇/衡山路/上海体育馆@整租独卫,上海市徐汇区徐家汇街道蒲汇塘路上海开放大学(徐汇财贸分校),https://www.airbnb.cn/rooms/44564706
44543848,31.2184500000,121.4567400000,【伊间】淮海中路 花园洋房摩登海派一居室,上海市徐汇区湖南路街道新乐路34弄新乐路44弄小区,https://www.airbnb.cn/rooms/44543848
44551223,31.2087600000,121.4587000000,【襄艾Studio】阳光洒在沪上精致老洋房 个性时代/街边上海网红店比比皆是/少女心爆棚/淮海路兜兜,上海市徐汇区天平路街道嘉善社区卫生服务站嘉善小区,https://www.airbnb.cn/rooms/44551223
44525877,31.1979800000,121.4595300000,限女生4/9/12号线嘉善路、大木桥路地铁站电梯公寓朝南18平次卧2x1.8m可睡三人大床，可做饭,上海市徐汇区枫林路街道上海第二医科大学瑞金学生园区,https://www.airbnb.cn/rooms/44525877
44521225,31.2108500000,121.4554600000,福楼（48）零距离永康路咖啡街的别致小公寓,上海市徐汇区天平路街道永太小区,https://www.airbnb.cn/rooms/44521225
44513095,31.1431100000,121.4151400000,锦江乐园地铁站最近的小区,上海市徐汇区康健新村街道玉兰园,https://www.airbnb.cn/rooms/44513095
44508022,31.2138400000,121.4570300000,出门即是iapm环贸广场，比邻音乐学院，淮海中路，田子坊，永康路，1号线陕西南路7口出步行1分钟,上海市徐汇区湖南路街道东方巴黎·霞飞苑东方巴黎霞飞苑,https://www.airbnb.cn/rooms/44508022
44494024,31.1746300000,121.4472800000,地铁上海游泳馆站，龙漕路站，精品公寓，优惠多多，生活配套一应俱全,上海市徐汇区龙华街道龙缘公寓,https://www.airbnb.cn/rooms/44494024
44497907,31.2014100000,121.4434000000,地铁1/7/9号线衡山路，法租老洋房最美梧桐路，肇嘉浜路地铁站，一室一厅，高级家电，免服务费，可短租,上海市徐汇区天平路街道富豪环球东亚酒店上海国际网球中心,https://www.airbnb.cn/rooms/44497907
44498675,31.2004800000,121.4439000000,了解上海 从香榭丽舍大道旁的宁静小居开始吧～,上海市徐汇区天平路街道宛平路134号久事衡山大酒店,https://www.airbnb.cn/rooms/44498675
44500840,31.1971700000,121.4397200000,徐家汇中心/近交通大学/地铁站步行5分钟/近国妇婴,上海市徐汇区天平路街道天平小区,https://www.airbnb.cn/rooms/44500840
44480844,31.1881400000,121.4383300000,高品质酒店式服务公寓,上海市徐汇区徐家汇街道亚都国际名园,https://www.airbnb.cn/rooms/44480844
44468889,31.1776400000,121.4271800000,徐汇区漕河泾宜山地铁站旁,上海市徐汇区田林街道钦州路,https://www.airbnb.cn/rooms/44468889
44454076,31.1716600000,121.4232700000,满载欢乐的美食庭院｜漕河泾开发区 师范大学 近地铁12号线桂林公园 光大会展中心 日月光,上海市徐汇区田林街道美乐小区105号,https://www.airbnb.cn/rooms/44454076
44456996,31.2134000000,121.4446300000,<PROVENCE>『安心360消毒』衡复文化中心武康路五原路老洋房，带露台，上海图书馆站｜常熟路站,上海市徐汇区湖南路街道复兴西路46号玫瑰别墅,https://www.airbnb.cn/rooms/44456996
44436913,31.2078900000,121.4375100000,设计师系列-最美武康路上的两室公寓,上海市徐汇区湖南路街道永福第六小区,https://www.airbnb.cn/rooms/44436913
44449947,31.1899600000,121.4562600000,尚好. 家实惠家庭房带烹饪锅具毗邻肿瘤医院中山医院龙华医院 复旦大学上音零陵校区科学院 地铁东安路站,上海市徐汇区枫林路街道零陵路349号中国科学院上海有机化学研究所,https://www.airbnb.cn/rooms/44449947
44450765,31.2145000000,121.4568400000,【陕西南路】iamp 商贸旁的工业风一居,上海市徐汇区湖南路街道汾阳路9弄小区,https://www.airbnb.cn/rooms/44450765
44435725,31.2116800000,121.4516500000,克莱门公寓 百年历史老洋房,上海市徐汇区天平路街道星巴克(汾阳路店)轻科大厦,https://www.airbnb.cn/rooms/44435725
44412582,31.2120800000,121.4441300000,【乐意公社】五原路田园仲夏夜/带落地窗的法式甜居/私人花园/近武康路 #七八九月的天气，像我和你,上海市徐汇区湖南路街道乌鲁木齐中路复兴西路洋房,https://www.airbnb.cn/rooms/44412582
44397639,31.1666300000,121.4345600000,美桔服务公寓,上海市徐汇区漕河泾街道沪闵路八五嘉苑,https://www.airbnb.cn/rooms/44397639
44383955,31.1767100000,121.4273400000,一室精装修，配套齐全，距宜山路地铁站900米，配有健身房、餐厅等装修风格年轻，设备全智能，一月起租,上海市徐汇区田林街道钦州公寓,https://www.airbnb.cn/rooms/44383955
44399362,31.1881500000,121.4558800000,4/7号线东安路地铁站160米,上海市徐汇区枫林路街道中国邮政储蓄银行(东安路支行)东安二村,https://www.airbnb.cn/rooms/44399362
44390084,31.1929000000,121.4375700000,三房两厅一卫一厨精品公寓/可以做饭/徐家汇地铁口,上海市徐汇区徐家汇街道蒲西路天主教上海教区主教府,https://www.airbnb.cn/rooms/44390084
44362421,31.1693100000,121.4438300000,地铁边上公寓，出门即地铁，精装一室户,上海市徐汇区漕河泾街道上海大开快工贸有限公司凯旋都市工业园,https://www.airbnb.cn/rooms/44362421
44367534,31.1920900000,121.4529800000,4/7号线东安路地铁站，一室，一室一厅，可短租，无服务费，特价房源,上海市徐汇区枫林路街道上海徐汇国际行政公寓上海利园国际大酒店,https://www.airbnb.cn/rooms/44367534
44367588,31.1835300000,121.4334600000,宽敞温馨一居◇ 体育馆 徐家汇中心 出门地铁1&4号线 近星游城 腾飞广场 六院 龙华医院 中山医院,上海市徐汇区徐家汇街道徐汇区教育局校舍基建管理站,https://www.airbnb.cn/rooms/44367588
44346109,31.1930600000,121.4530100000,4/7号线东安路地铁站,上海市徐汇区枫林路街道东安路83号上海安吉斯铭东安汽车销售服务有限公司,https://www.airbnb.cn/rooms/44346109
44330815,31.2108900000,121.4585900000,环贸ipam嘉善路永康路永嘉路1/10/12号地铁弄堂里的老上海,上海市徐汇区天平路街道嘉善小区上海理工大学复兴路校区,https://www.airbnb.cn/rooms/44330815
44341075,31.2069300000,121.4460000000,04淮海路 原法.租界核心老洋房 美国领事馆隔壁  地铁站150米内-次卧-乳胶床垫 乳胶枕头1,上海市徐汇区天平路街道乌鲁木齐北路3号高安路9弄小区,https://www.airbnb.cn/rooms/44341075
44323508,31.2087000000,121.4581400000,出门50米即是网红街永康路，比邻音乐学院，iapm环贸，田子坊地铁1.10.12号线陕西南路步5分钟,上海市徐汇区天平路街道永太小区,https://www.airbnb.cn/rooms/44323508
44325486,31.2122600000,121.4579300000,市中心黄金地段环贸商圈网红街永康路新装公寓,上海市徐汇区天平路街道胡风旧居永太小区,https://www.airbnb.cn/rooms/44325486
44273864,31.1900300000,121.4557100000,不容错过的绝美江景｜徐汇滨江 龙腾大道 保利·时光里 余德耀美术馆 上海西岸,上海市徐汇区枫林路街道东安一村(东安路),https://www.airbnb.cn/rooms/44273864
44283482,31.1918000000,121.4531300000,原价15000折后7000每月，精品四星酒店,上海市徐汇区枫林路街道东安路230弄5号东安路230弄小区,https://www.airbnb.cn/rooms/44283482
44273864,31.1900300000,121.4557100000,不容错过的绝美江景｜徐汇滨江 龙腾大道 保利·时光里 余德耀美术馆 上海西岸,上海市徐汇区枫林路街道东安一村(东安路),https://www.airbnb.cn/rooms/44273864
