listingid,fetch_date,order_date,price,rented
42649727,2021-03-18,2021-05-06,160,True
42632286,,2021-05-06,210,False
42611658,,2021-05-06,150,False
42589662,,2021-05-06,223,False
42553550,,2021-05-06,613,False
42521905,2021-05-06,2021-05-06,579,True
42544578,,2021-05-06,799,False
42544429,,2021-05-06,799,False
42544533,,2021-05-06,1108,False
42497927,,2021-05-06,340,False
42544724,2021-04-14,2021-05-06,659,True
42497531,2021-05-04,2021-05-06,579,True
42475565,,2021-05-06,580,False
42475386,,2021-05-06,160,False
42477095,2021-04-30,2021-05-06,629,True
42479228,,2021-05-06,366,False
42437877,,2021-05-06,200,False
42418711,,2021-05-06,2799,False
42419687,,2021-05-06,630,False
42419687,,2021-05-06,630,False
42421110,2021-05-06,2021-05-06,634,True
42367364,,2021-05-06,116,False
42300111,2021-05-06,2021-05-06,450,True
42235395,2021-05-05,2021-05-06,988,True
42220735,2021-05-06,2021-05-06,240,True
42162601,,2021-05-06,633,False
42126033,,2021-05-06,119,False
42075406,,2021-05-06,100,False
42079191,,2021-05-06,84,False
42081229,,2021-05-06,84,False
41991899,,2021-05-06,240,False
41965611,2021-04-16,2021-05-06,228,True
41891279,2021-03-27,2021-05-06,512,True
41725173,2021-03-28,2021-05-06,373,True
41690478,,2021-05-06,236,False
41675605,2021-03-25,2021-05-06,788,True
41670491,2021-03-27,2021-05-06,208,True
41613153,,2021-05-06,369,False
41629468,,2021-05-06,276,False
41622602,2021-05-04,2021-05-06,600,True
41583139,2021-03-27,2021-05-06,385,True
41601950,2021-04-01,2021-05-06,298,True
41594901,,2021-05-06,450,False
41598363,2021-04-30,2021-05-06,306,True
41598450,2021-03-05,2021-05-06,419,True
41566766,2021-03-05,2021-05-06,389,True
41576960,2021-03-27,2021-05-06,369,True
41552771,2021-04-06,2021-05-06,229,True
41541851,2021-04-24,2021-05-06,366,True
41520023,,2021-05-06,6666,False
41520124,,2021-05-06,360,False
41486644,,2021-05-06,579,False
41468205,,2021-05-06,600,False
41479441,2021-04-06,2021-05-06,70,True
41482864,2021-05-04,2021-05-06,3800,True
41437886,,2021-05-06,389,False
41410891,,2021-05-06,420,False
41412245,,2021-05-06,300,False
41412714,2021-05-05,2021-05-06,508,True
41417285,2021-05-06,2021-05-06,350,True
41394389,,2021-05-06,210,False
41395727,,2021-05-06,629,False
41384781,2021-04-04,2021-05-06,5000,True
41386041,2021-05-06,2021-05-06,436,True
41386578,2021-04-14,2021-05-06,305,True
41378515,2021-03-29,2021-05-06,335,True
41357547,,2021-05-06,629,False
41383080,,2021-05-06,259,False
41359678,2021-05-06,2021-05-06,4999,True
41335066,,2021-05-06,629,False
41352814,,2021-05-06,220,False
41327602,,2021-05-06,629,False
41334515,,2021-05-06,499,False
41323127,2021-04-11,2021-05-06,560,True
41302873,,2021-05-06,1100,False
41306148,,2021-05-06,388,False
41296400,2021-04-23,2021-05-06,400,True
41298304,2021-03-05,2021-05-06,269,True
41301154,,2021-05-06,449,False
41280196,,2021-05-06,418,False
41249198,,2021-05-06,600,False
41275107,,2021-05-06,129,False
41252323,2021-03-05,2021-05-06,188,True
41204831,2021-05-04,2021-05-06,442,True
41214730,,2021-05-06,400,False
41195656,2021-04-29,2021-05-06,798,True
41185458,,2021-05-06,136,False
41161506,2021-05-05,2021-05-06,508,True
41164609,2021-05-05,2021-05-06,360,True
41137740,,2021-05-06,589,False
41137948,2021-03-05,2021-05-06,988,True
41137414,,2021-05-06,1988,False
41137774,2021-05-06,2021-05-06,500,True
41102368,2021-05-06,2021-05-06,286,True
41113236,2021-05-06,2021-05-06,400,True
41113308,,2021-05-06,220,False
41092086,2021-04-12,2021-05-06,596,True
41069339,2021-04-22,2021-05-06,395,True
41038330,2021-04-16,2021-05-06,658,True
41043124,,2021-05-06,299,False
41034927,,2021-05-06,465,False
41033858,2021-04-06,2021-05-06,698,True
41034666,,2021-05-06,284,False
40996355,2021-04-06,2021-05-06,72,True
40996959,,2021-05-06,400,False
40995378,2021-04-30,2021-05-06,428,True
40994224,,2021-05-06,1000,False
40992513,,2021-05-06,150,False
40976836,2021-04-18,2021-05-06,194,True
40972386,,2021-05-06,350,False
40972305,,2021-05-06,579,False
40972785,,2021-05-06,579,False
40952071,,2021-05-06,898,False
40952246,,2021-05-06,579,False
40952069,,2021-05-06,579,False
40931005,2021-04-06,2021-05-06,468,True
40930971,,2021-05-06,799,False
40930154,,2021-05-06,579,False
40930028,,2021-05-06,579,False
40882586,2021-04-07,2021-05-06,1399,True
40882691,2021-03-10,2021-05-06,518,True
40885184,2021-03-12,2021-05-06,799,True
40899006,2021-03-23,2021-05-06,399,True
40850295,,2021-05-06,415,False
40872925,2021-03-28,2021-05-06,373,True
40850709,,2021-05-06,374,False
40854059,2021-05-06,2021-05-06,300,True
40815406,2021-04-30,2021-05-06,572,True
40805974,,2021-05-06,400,False
40788700,2021-04-20,2021-05-06,180,True
40787276,2021-05-06,2021-05-06,379,True
40745326,2021-05-06,2021-05-06,540,True
40761077,2021-04-20,2021-05-06,228,True
40717691,2021-05-06,2021-05-06,529,True
40717826,,2021-05-06,469,False
40742746,,2021-05-06,379,False
40733211,,2021-05-06,379,False
40735560,2021-05-06,2021-05-06,379,True
40711172,,2021-05-06,646,False
40712297,2021-03-24,2021-05-06,298,True
40713831,,2021-05-06,458,False
40668231,2021-03-05,2021-05-06,199,True
40686673,,2021-05-06,528,False
40687056,,2021-05-06,236,False
40684470,2021-05-06,2021-05-06,399,True
40680884,,2021-05-06,588,False
40658998,,2021-05-06,40000,False
40623383,2021-04-22,2021-05-06,588,True
40639836,2021-04-27,2021-05-06,1088,True
40596761,2021-04-26,2021-05-06,512,True
40600315,2021-04-21,2021-05-06,180,True
40526443,2021-04-09,2021-05-06,658,True
40525291,2021-03-06,2021-05-06,288,True
40540202,,2021-05-06,8888,False
40490631,2021-05-06,2021-05-06,450,True
40501356,,2021-05-06,9999,False
40473077,,2021-05-06,560,False
40460981,2021-04-22,2021-05-06,528,True
40456750,2021-03-06,2021-05-06,499,True
40434920,2021-04-20,2021-05-06,428,True
40434949,2021-05-01,2021-05-06,588,True
40447178,,2021-05-06,721,False
40414539,2021-05-06,2021-05-06,3000,True
40418320,,2021-05-06,199,False
40431268,2021-05-06,2021-05-06,373,True
40351146,,2021-05-06,16800,False
40351505,,2021-05-06,3800,False
40351477,,2021-05-06,500,False
40355997,2021-05-04,2021-05-06,259,True
40356893,2021-04-06,2021-05-06,379,True
40313865,2021-05-05,2021-05-06,1295,True
40315015,2021-04-09,2021-05-06,658,True
40301347,2021-04-27,2021-05-06,512,True
40282296,2021-05-03,2021-05-06,209,True
40246502,2021-04-18,2021-05-06,168,True
40249809,2021-04-15,2021-05-06,288,True
40211504,,2021-05-06,248,False
40215556,2021-04-18,2021-05-06,164,True
40217544,2021-04-28,2021-05-06,127,True
40183800,,2021-05-06,588,False
40184330,,2021-05-06,588,False
40158529,,2021-05-06,899,False
40154479,2021-03-05,2021-05-06,368,True
40155259,,2021-05-06,220,False
40161376,2021-04-22,2021-05-06,588,True
40099306,,2021-05-06,250,False
40107971,2021-05-02,2021-05-06,562,True
40122312,,2021-05-06,160,False
40118772,2021-03-05,2021-05-06,888,True
40076525,2021-04-22,2021-05-06,259,True
40056803,2021-03-05,2021-05-06,498,True
40038833,2021-03-21,2021-05-06,288,True
40039437,2021-03-20,2021-05-06,328,True
40038380,2021-03-20,2021-05-06,328,True
40040023,,2021-05-06,248,False
40039965,2021-03-31,2021-05-06,458,True
40017464,2021-03-05,2021-05-06,658,True
40018022,,2021-05-06,488,False
40019622,,2021-05-06,508,False
40019942,,2021-05-06,458,False
40019814,,2021-05-06,328,False
39996815,,2021-05-06,280,False
39998930,2021-03-20,2021-05-06,295,True
39983611,2021-04-26,2021-05-06,88,True
39997018,,2021-05-06,400,False
39983577,,2021-05-06,700,False
39993411,,2021-05-06,666,False
39992888,,2021-05-06,460,False
39972904,,2021-05-06,629,False
39974289,2021-05-04,2021-05-06,345,True
39974938,2021-05-05,2021-05-06,120,True
39974595,,2021-05-06,629,False
39956153,2021-04-02,2021-05-06,120,True
39963422,,2021-05-06,629,False
39939460,,2021-05-06,498,False
39954602,,2021-05-06,300,False
39933038,,2021-05-06,199,False
39936934,,2021-05-06,980,False
39936978,,2021-05-06,399,False
39912472,2021-04-30,2021-05-06,999,True
39912739,2021-04-30,2021-05-06,529,True
39926862,,2021-05-06,500,False
39904328,2021-04-01,2021-05-06,568,True
39906836,,2021-05-06,388,False
39846357,2021-05-06,2021-05-06,280,True
39847189,,2021-05-06,600,False
39820878,,2021-05-06,800,False
39821130,,2021-05-06,499,False
39810099,,2021-05-06,350,False
39820833,,2021-05-06,700,False
39805201,,2021-05-06,700,False
39785892,,2021-05-06,500,False
39784834,2021-05-06,2021-05-06,458,True
39787959,,2021-05-06,499,False
39788109,,2021-05-06,630,False
39768691,2021-04-22,2021-05-06,528,True
39769837,2021-03-23,2021-05-06,665,True
39772356,,2021-05-06,771,False
39781587,2021-05-06,2021-05-06,580,True
39708686,,2021-05-06,468,False
39679452,,2021-05-06,8888,False
39685038,2021-04-14,2021-05-06,488,True
39636634,,2021-05-06,799,False
39638706,,2021-05-06,799,False
39635943,2021-05-05,2021-05-06,176,True
39638109,,2021-05-06,218,False
39636242,,2021-05-06,936,False
39658708,,2021-05-06,799,False
39620882,2021-04-30,2021-05-06,190,True
39618286,,2021-05-06,799,False
39549610,2021-04-11,2021-05-06,340,True
39562971,,2021-05-06,400,False
39545879,,2021-05-06,668,False
39518462,,2021-05-06,300,False
39508387,2021-05-02,2021-05-06,366,True
39509011,2021-04-29,2021-05-06,422,True
39511119,,2021-05-06,457,False
39493736,2021-04-02,2021-05-06,250,True
39497389,2021-04-30,2021-05-06,1800,True
39476528,2021-03-05,2021-05-06,315,True
39479336,2021-03-05,2021-05-06,151,True
39454041,,2021-05-06,500,False
39455214,2021-05-01,2021-05-06,458,True
39427918,2021-05-06,2021-05-06,540,True
39428384,2021-05-06,2021-05-06,700,True
39429768,2021-05-05,2021-05-06,600,True
39413605,2021-03-05,2021-05-06,1099,True
39423459,,2021-05-06,650,False
39425949,2021-05-06,2021-05-06,500,True
39401140,,2021-05-06,700,False
39395573,,2021-05-06,300,False
39354986,2021-03-27,2021-05-06,599,True
39344102,2021-05-06,2021-05-06,999,True
39343640,2021-03-05,2021-05-06,298,True
39329925,,2021-05-06,500,False
39315654,2021-05-05,2021-05-06,468,True
39321246,2021-05-06,2021-05-06,346,True
39321648,2021-05-05,2021-05-06,788,True
39321844,,2021-05-06,279,False
39324035,2021-05-06,2021-05-06,300,True
39308462,,2021-05-06,974,False
39288517,,2021-05-06,400,False
39291476,2021-04-17,2021-05-06,328,True
39293756,2021-04-26,2021-05-06,190,True
39302032,2021-05-06,2021-05-06,633,True
39301747,2021-04-17,2021-05-06,299,True
39281991,2021-04-19,2021-05-06,558,True
39283407,2021-03-05,2021-05-06,458,True
39283326,2021-05-05,2021-05-06,330,True
39285348,2021-04-19,2021-05-06,328,True
39285690,2021-04-19,2021-05-06,328,True
39260534,2021-04-22,2021-05-06,308,True
39260745,,2021-05-06,350,False
39264398,,2021-05-06,533,False
39259083,,2021-05-06,400,False
39259686,,2021-05-06,1050,False
39234739,2021-03-22,2021-05-06,650,True
39234739,2021-03-22,2021-05-06,650,True
39212245,2021-03-05,2021-05-06,289,True
39213613,,2021-05-06,349,False
39162472,2021-05-06,2021-05-06,800,True
39162085,2021-05-06,2021-05-06,600,True
39157093,,2021-05-06,150,False
39144298,,2021-05-06,209,False
39135562,,2021-05-06,298,False
39137937,,2021-05-06,666,False
39140333,,2021-05-06,160,False
39128572,2021-03-05,2021-05-06,128,True
39118136,,2021-05-06,600,False
39122841,,2021-05-06,666,False
39102122,,2021-05-06,750,False
39103475,2021-05-01,2021-05-06,677,True
39104222,,2021-05-06,288,False
39114614,2021-05-06,2021-05-06,650,True
39067914,2021-05-06,2021-05-06,260,True
39048246,2021-05-06,2021-05-06,298,True
39041888,,2021-05-06,419,False
38999202,,2021-05-06,298,False
38998641,,2021-05-06,598,False
38985497,,2021-05-06,529,False
38987731,,2021-05-06,349,False
38962327,2021-05-06,2021-05-06,250,True
38935361,,2021-05-06,698,False
38935838,,2021-05-06,698,False
38935842,,2021-05-06,388,False
38936192,,2021-05-06,365,False
38936197,,2021-05-06,388,False
38922456,,2021-05-06,500,False
38938491,,2021-05-06,180,False
38924444,,2021-05-06,450,False
38924954,2021-03-05,2021-05-06,360,True
38917339,,2021-05-06,200,False
38911670,,2021-05-06,959,False
38889807,,2021-05-06,459,False
38889199,,2021-05-06,302,False
38880389,2021-05-06,2021-05-06,159,True
38894828,2021-05-02,2021-05-06,468,True
38829998,,2021-05-06,71,False
38830333,,2021-05-06,71,False
38811443,,2021-05-06,420,False
38806490,,2021-05-06,180,False
38790386,,2021-05-06,399,False
38785742,,2021-05-06,428,False
38803284,,2021-05-06,542,False
38766927,,2021-05-06,558,False
38778162,2021-03-29,2021-05-06,988,True
38765900,,2021-05-06,558,False
38749347,,2021-05-06,335,False
38758824,,2021-05-06,180,False
38738688,2021-04-13,2021-05-06,898,True
38739850,2021-03-05,2021-05-06,241,True
38729905,,2021-05-06,1108,False
38730973,,2021-05-06,1108,False
38732061,,2021-05-06,1108,False
38685478,2021-05-04,2021-05-06,550,True
38684992,,2021-05-06,466,False
38708835,2021-04-13,2021-05-06,499,True
38707299,2021-03-05,2021-05-06,599,True
38707077,,2021-05-06,1108,False
38708664,,2021-05-06,498,False
38708214,,2021-05-06,530,False
38691690,,2021-05-06,699,False
38672110,,2021-05-06,142,False
38683133,,2021-05-06,499,False
38639683,,2021-05-06,71,False
38635041,2021-05-05,2021-05-06,438,True
38630440,,2021-05-06,569,False
38627551,,2021-05-06,438,False
38608048,2021-03-12,2021-05-06,330,True
38610047,2021-05-05,2021-05-06,600,True
38553230,2021-04-17,2021-05-06,918,True
38525184,,2021-05-06,388,False
38507124,2021-03-30,2021-05-06,580,True
38507290,,2021-05-06,758,False
38471765,,2021-05-06,193,False
38483704,2021-03-05,2021-05-06,765,True
38446806,2021-03-25,2021-05-06,936,True
38453896,2021-05-06,2021-05-06,266,True
38442383,,2021-05-06,399,False
38413876,,2021-05-06,558,False
38414128,2021-03-05,2021-05-06,580,True
38413808,2021-03-05,2021-05-06,580,True
38415196,2021-05-06,2021-05-06,199,True
38389790,2021-05-06,2021-05-06,400,True
38367837,2021-05-06,2021-05-06,500,True
38374675,2021-04-28,2021-05-06,444,True
38388157,,2021-05-06,526,False
38341824,,2021-05-06,488,False
38331991,2021-04-27,2021-05-06,711,True
38332415,2021-04-27,2021-05-06,711,True
38334179,2021-04-22,2021-05-06,959,True
38335903,2021-05-06,2021-05-06,799,True
38328526,,2021-05-06,200,False
38304066,2021-05-06,2021-05-06,268,True
38273578,2021-05-06,2021-05-06,149,True
38305257,2021-05-06,2021-05-06,268,True
38268885,,2021-05-06,499,False
38242596,,2021-05-06,112,False
38220927,2021-04-07,2021-05-06,197,True
38220927,2021-04-07,2021-05-06,197,True
38210412,,2021-05-06,440,False
38192848,,2021-05-06,629,False
38196454,,2021-05-06,699,False
38179751,,2021-05-06,549,False
38196982,,2021-05-06,579,False
38192274,,2021-05-06,799,False
38177902,,2021-05-06,379,False
38193910,2021-04-13,2021-05-06,659,True
38167004,2021-05-05,2021-05-06,498,True
38167739,,2021-05-06,399,False
38133005,,2021-05-06,358,False
38115629,,2021-05-06,379,False
38120959,,2021-05-06,379,False
38121190,2021-05-01,2021-05-06,550,True
38107363,2021-03-05,2021-05-06,588,True
38111068,,2021-05-06,379,False
38109867,,2021-05-06,260,False
38055712,2021-03-05,2021-05-06,227,True
38040194,2021-05-05,2021-05-06,368,True
38027777,,2021-05-06,140,False
38000190,,2021-05-06,628,False
37979567,,2021-05-06,408,False
37954430,2021-05-02,2021-05-06,275,True
37955371,2021-04-14,2021-05-06,223,True
37953551,2021-05-05,2021-05-06,569,True
37946424,,2021-05-06,579,False
37893666,,2021-05-06,492,False
37843464,,2021-05-06,168,False
37818122,2021-05-06,2021-05-06,399,True
37824571,2021-05-04,2021-05-06,200,True
37840561,,2021-05-06,620,False
37799906,,2021-05-06,699,False
37810551,2021-04-20,2021-05-06,508,True
37793289,,2021-05-06,339,False
37766708,,2021-05-06,699,False
37754920,,2021-05-06,298,False
37739557,,2021-05-06,368,False
37727172,2021-04-22,2021-05-06,588,True
37687555,2021-03-05,2021-05-06,320,True
37656092,2021-03-05,2021-05-06,160,True
37574352,,2021-05-06,399,False
37538685,,2021-05-06,349,False
37489975,,2021-05-06,150,False
37505205,2021-04-10,2021-05-06,570,True
37481970,2021-03-05,2021-05-06,698,True
37471464,,2021-05-06,183,False
37463706,,2021-05-06,399,False
37441711,2021-04-27,2021-05-06,398,True
37400952,2021-05-06,2021-05-06,4525,True
37400719,2021-04-30,2021-05-06,200,True
37402314,,2021-05-06,2583,False
37384145,2021-04-03,2021-05-06,208,True
37366504,2021-04-29,2021-05-06,366,True
37342673,2021-05-06,2021-05-06,459,True
37330266,,2021-05-06,1200,False
37305159,2021-03-27,2021-05-06,209,True
37337940,2021-04-20,2021-05-06,228,True
37312446,,2021-05-06,180,False
37315042,,2021-05-06,888,False
37315356,2021-03-05,2021-05-06,299,True
37295899,,2021-05-06,69,False
37269551,,2021-05-06,588,False
37228830,2021-04-18,2021-05-06,350,True
37218343,2021-03-27,2021-05-06,567,True
37198128,,2021-05-06,259,False
37175082,2021-03-05,2021-05-06,99,True
37161866,2021-04-14,2021-05-06,659,True
37165708,,2021-05-06,799,False
37191454,,2021-05-06,799,False
37141981,2021-04-14,2021-05-06,659,True
37161094,2021-04-14,2021-05-06,659,True
37159223,,2021-05-06,799,False
37042993,,2021-05-06,888,False
37043545,,2021-05-06,629,False
37043752,2021-03-27,2021-05-06,629,True
37019747,2021-03-27,2021-05-06,820,True
36980625,2021-03-05,2021-05-06,320,True
36964466,,2021-05-06,2199,False
36937994,,2021-05-06,166,False
36927099,,2021-05-06,499,False
36928509,,2021-05-06,799,False
36927982,,2021-05-06,489,False
36930153,,2021-05-06,450,False
36933439,2021-05-06,2021-05-06,519,True
36936204,,2021-05-06,166,False
36937460,,2021-05-06,166,False
36931596,,2021-05-06,105,False
36901554,2021-03-05,2021-05-06,480,True
36884252,2021-03-27,2021-05-06,228,True
36885525,2021-03-27,2021-05-06,260,True
36885451,2021-03-27,2021-05-06,260,True
36853184,2021-03-27,2021-05-06,201,True
36827507,2021-05-06,2021-05-06,300,True
36862764,2021-03-16,2021-05-06,980,True
36818490,2021-03-05,2021-05-06,654,True
36824344,2021-03-05,2021-05-06,188,True
36808917,2021-03-20,2021-05-06,318,True
36811218,2021-05-04,2021-05-06,220,True
36781195,,2021-05-06,166,False
36772034,2021-03-25,2021-05-06,512,True
36772577,2021-03-27,2021-05-06,549,True
36772766,2021-03-27,2021-05-06,549,True
36773420,2021-03-27,2021-05-06,549,True
36773585,2021-03-27,2021-05-06,549,True
36769909,2021-04-27,2021-05-06,369,True
36773515,2021-03-27,2021-05-06,549,True
36746525,2021-04-07,2021-05-06,398,True
36748126,2021-03-05,2021-05-06,588,True
36737792,,2021-05-06,799,False
36717245,,2021-05-06,799,False
36693930,,2021-05-06,388,False
36703289,2021-03-27,2021-05-06,200,True
36679330,,2021-05-06,166,False
36674786,2021-05-02,2021-05-06,477,True
36643876,2021-03-27,2021-05-06,142,True
36645590,2021-03-27,2021-05-06,6200,True
36652548,,2021-05-06,799,False
36651304,2021-03-05,2021-05-06,168,True
36642381,2021-03-27,2021-05-06,4230,True
36634435,,2021-05-06,128,False
36611724,2021-03-27,2021-05-06,350,True
36605803,,2021-05-06,429,False
36544692,,2021-05-06,468,False
36578769,2021-03-27,2021-05-06,5000,True
36553298,2021-05-04,2021-05-06,328,True
36571070,2021-03-27,2021-05-06,599,True
36554788,2021-05-04,2021-05-06,296,True
36568403,2021-05-06,2021-05-06,558,True
36507621,2021-05-06,2021-05-06,600,True
36468396,2021-03-27,2021-05-06,868,True
36417874,2021-05-03,2021-05-06,414,True
36394379,2021-03-27,2021-05-06,239,True
36396348,,2021-05-06,168,False
36392027,2021-03-27,2021-05-06,606,True
36339557,,2021-05-06,518,False
36327286,2021-03-27,2021-05-06,203,True
36320549,,2021-05-06,580,False
36327766,2021-05-06,2021-05-06,139,True
36288739,2021-04-24,2021-05-06,286,True
36269230,2021-03-05,2021-05-06,380,True
36296718,2021-03-05,2021-05-06,382,True
36279231,,2021-05-06,450,False
36294874,,2021-05-06,480,False
36266687,2021-04-27,2021-05-06,660,True
36226176,2021-04-06,2021-05-06,200,True
36242439,2021-03-27,2021-05-06,190,True
36247724,2021-03-27,2021-05-06,280,True
36202969,2021-03-27,2021-05-06,522,True
36211357,,2021-05-06,450,False
36154716,,2021-05-06,524,False
36190063,2021-03-27,2021-05-06,269,True
36162123,,2021-05-06,350,False
36113304,2021-03-27,2021-05-06,630,True
36150743,2021-03-27,2021-05-06,286,True
36090479,,2021-05-06,629,False
36095084,,2021-05-06,519,False
36080739,2021-05-03,2021-05-06,368,True
36045684,2021-05-06,2021-05-06,346,True
36051270,,2021-05-06,258,False
36039145,2021-03-27,2021-05-06,239,True
36056933,2021-04-15,2021-05-06,300,True
36056933,2021-04-15,2021-05-06,300,True
36009617,,2021-05-06,559,False
36010664,2021-04-29,2021-05-06,500,True
36014031,,2021-05-06,388,False
36018311,2021-05-06,2021-05-06,969,True
36004694,2021-03-27,2021-05-06,180,True
35987655,,2021-05-06,629,False
35988380,2021-03-27,2021-05-06,200,True
35962281,,2021-05-06,128,False
35946579,2021-03-27,2021-05-06,380,True
35954392,2021-05-06,2021-05-06,598,True
35894836,,2021-05-06,88,False
35930657,2021-03-25,2021-05-06,338,True
35916082,2021-03-27,2021-05-06,550,True
35903877,2021-03-24,2021-05-06,128,True
35885582,2021-03-27,2021-05-06,190,True
35818747,,2021-05-06,129,False
35771951,2021-05-03,2021-05-06,618,True
35748817,,2021-05-06,499,False
35778513,2021-03-27,2021-05-06,268,True
35734111,2021-03-27,2021-05-06,181,True
35694529,,2021-05-06,574,False
35715404,2021-04-24,2021-05-06,138,True
35703923,2021-05-05,2021-05-06,569,True
35675179,2021-03-27,2021-05-06,405,True
35659482,2021-03-27,2021-05-06,666,True
35668764,,2021-05-06,9999,False
35618980,,2021-05-06,580,False
35627774,2021-03-13,2021-05-06,329,True
35621940,2021-05-06,2021-05-06,378,True
35545920,2021-03-05,2021-05-06,450,True
35547385,2021-03-27,2021-05-06,221,True
35552574,2021-04-08,2021-05-06,1388,True
35552423,2021-03-27,2021-05-06,179,True
35551959,2021-03-27,2021-05-06,149,True
35525427,2021-03-05,2021-05-06,423,True
35532340,,2021-05-06,559,False
35519085,2021-03-27,2021-05-06,230,True
35496158,2021-03-27,2021-05-06,566,True
35468124,2021-03-27,2021-05-06,245,True
35478830,2021-03-27,2021-05-06,215,True
35450383,,2021-05-06,372,False
35416302,2021-05-04,2021-05-06,550,True
35427475,2021-03-27,2021-05-06,628,True
35428255,2021-03-05,2021-05-06,368,True
35405482,2021-03-27,2021-05-06,228,True
35411601,,2021-05-06,328,False
35341348,,2021-05-06,380,False
35358857,,2021-05-06,150,False
35325080,2021-03-05,2021-05-06,458,True
35319006,2021-05-03,2021-05-06,388,True
35323311,2021-03-27,2021-05-06,759,True
35288830,2021-04-24,2021-05-06,660,True
35290542,2021-04-17,2021-05-06,728,True
35247239,2021-03-27,2021-05-06,210,True
35238644,,2021-05-06,248,False
35257560,2021-03-27,2021-05-06,349,True
35200541,2021-04-12,2021-05-06,450,True
35207732,2021-03-27,2021-05-06,349,True
35217985,,2021-05-06,688,False
35235175,,2021-05-06,349,False
35234597,2021-03-19,2021-05-06,383,True
35237175,,2021-05-06,385,False
35235351,2021-03-20,2021-05-06,322,True
35171838,2021-04-24,2021-05-06,558,True
35172683,2021-04-22,2021-05-06,558,True
35149131,,2021-05-06,479,False
35171243,,2021-05-06,628,False
35112663,,2021-05-06,799,False
35112389,,2021-05-06,629,False
35097252,,2021-05-06,629,False
35097252,,2021-05-06,629,False
35097098,,2021-05-06,559,False
35100129,,2021-05-06,579,False
35074081,2021-03-27,2021-05-06,260,True
35055958,2021-04-16,2021-05-06,329,True
35012035,2021-03-27,2021-05-06,225,True
34992920,2021-05-05,2021-05-06,288,True
34959957,2021-04-16,2021-05-06,329,True
34916724,2021-03-27,2021-05-06,250,True
34924277,2021-05-06,2021-05-06,268,True
34917033,2021-03-27,2021-05-06,527,True
34875176,,2021-05-06,248,False
34913152,2021-03-27,2021-05-06,170,True
34913510,2021-03-27,2021-05-06,200,True
34842769,2021-03-27,2021-05-06,238,True
34823903,2021-05-04,2021-05-06,1529,True
34795771,2021-03-27,2021-05-06,1900,True
34761015,2021-04-17,2021-05-06,588,True
34759600,2021-03-27,2021-05-06,210,True
34756019,2021-05-04,2021-05-06,699,True
34752906,,2021-05-06,429,False
34730183,2021-03-27,2021-05-06,368,True
34690260,2021-03-27,2021-05-06,200,True
34665528,2021-03-27,2021-05-06,203,True
34666543,2021-04-03,2021-05-06,287,True
34606195,2021-03-27,2021-05-06,190,True
34629549,2021-03-27,2021-05-06,653,True
34565287,2021-03-05,2021-05-06,596,True
34576917,2021-05-04,2021-05-06,420,True
34576817,2021-03-24,2021-05-06,193,True
34589403,2021-05-04,2021-05-06,299,True
34576686,2021-05-03,2021-05-06,409,True
34558699,2021-03-27,2021-05-06,300,True
34557745,2021-03-27,2021-05-06,368,True
34514886,2021-03-27,2021-05-06,1500,True
34493154,2021-03-27,2021-05-06,405,True
34467792,2021-03-27,2021-05-06,287,True
34483239,2021-03-27,2021-05-06,378,True
34451138,2021-04-28,2021-05-06,508,True
34449457,2021-03-27,2021-05-06,228,True
34427563,2021-03-27,2021-05-06,250,True
34427397,2021-05-04,2021-05-06,325,True
34403268,2021-03-27,2021-05-06,251,True
34404879,2021-03-27,2021-05-06,186,True
34407218,2021-03-27,2021-05-06,104,True
34399118,2021-03-27,2021-05-06,220,True
34368341,2021-03-27,2021-05-06,600,True
34329713,2021-03-27,2021-05-06,258,True
34314608,2021-03-27,2021-05-06,2500,True
34331659,2021-03-27,2021-05-06,275,True
34318129,2021-04-17,2021-05-06,1088,True
34323929,2021-03-26,2021-05-06,283,True
34322373,2021-03-24,2021-05-06,687,True
34323861,2021-04-09,2021-05-06,298,True
34296420,2021-03-27,2021-05-06,558,True
34288974,2021-05-06,2021-05-06,564,True
34295230,2021-04-19,2021-05-06,558,True
34300033,2021-03-27,2021-05-06,280,True
34260121,2021-03-27,2021-05-06,488,True
34263757,2021-04-22,2021-05-06,460,True
34242210,2021-03-27,2021-05-06,448,True
34236832,2021-04-20,2021-05-06,590,True
34164631,2021-03-27,2021-05-06,1000,True
34167389,,2021-05-06,469,False
34134425,2021-03-18,2021-05-06,110,True
34158838,2021-03-16,2021-05-06,868,True
34126919,2021-05-06,2021-05-06,498,True
34094741,2021-03-27,2021-05-06,378,True
34070551,2021-03-27,2021-05-06,216,True
34058147,2021-03-10,2021-05-06,339,True
34065355,2021-03-05,2021-05-06,358,True
34038303,2021-03-05,2021-05-06,358,True
34030757,,2021-05-06,458,False
34024751,2021-03-27,2021-05-06,175,True
34003064,2021-03-27,2021-05-06,216,True
33975141,2021-03-27,2021-05-06,85,True
33947220,2021-04-17,2021-05-06,129,True
33963246,,2021-05-06,499,False
33952392,2021-03-19,2021-05-06,228,True
33915359,2021-03-19,2021-05-06,488,True
33897614,,2021-05-06,288,False
33882432,2021-04-17,2021-05-06,688,True
33882741,2021-03-05,2021-05-06,880,True
33867014,,2021-05-06,469,False
33865370,2021-03-05,2021-05-06,140,True
33825695,2021-03-27,2021-05-06,356,True
33837216,2021-03-27,2021-05-06,280,True
